asdf_id,categorical_gold_v12.none.categorical_count,categorical_gold_v12.none.categorical_none,categorical_gold_v12.none.categorical_lootable,categorical_gold_v12.none.categorical_surface,categorical_gold_v12.none.categorical_nonlootable,categorical_gold_v12.none.categorical_mix,Level,gqid,id,shapeGroup,shapeID,shapeName,shapeType
241,3253,3253,0,0,0,0,ADM3,241,241,BOL,BOL-ADM3-33444609B92881157,Villa Vaca Guzmán,ADM3
242,666,665,0,0,1,0,ADM3,242,242,BOL,BOL-ADM3-33444609B42689736,Batallas,ADM3
243,1429,1429,0,0,0,0,ADM3,243,243,BOL,BOL-ADM3-33444609B75760336,Padilla,ADM3
244,1063,1063,0,0,0,0,ADM3,244,244,BOL,BOL-ADM3-33444609B69980236,Mojocoya,ADM3
245,583,583,0,0,0,0,ADM3,245,245,BOL,BOL-ADM3-33444609B51772236,Pucará,ADM3
246,1484,1484,0,0,0,0,ADM3,246,246,BOL,BOL-ADM3-33444609B69127220,Villa Serrano,ADM3
247,6919,6919,0,0,0,0,ADM3,247,247,BOL,BOL-ADM3-33444609B12353677,Macharetí,ADM3
248,1407,1407,0,0,0,0,ADM3,248,248,BOL,BOL-ADM3-33444609B47604355,Boyuibe,ADM3
249,762,762,0,0,0,0,ADM3,249,249,BOL,BOL-ADM3-33444609B96934473,Cuevo,ADM3
250,865,865,0,0,0,0,ADM3,250,250,BOL,BOL-ADM3-33444609B99493244,Camiri,ADM3
251,6034,6033,0,0,1,0,ADM3,251,251,BOL,BOL-ADM3-33444609B83608870,Cocapata,ADM3
252,2762,2762,0,0,0,0,ADM3,252,252,BOL,BOL-ADM3-33444609B53201147,Vallegrande,ADM3
253,2473,2473,0,0,0,0,ADM3,253,253,BOL,BOL-ADM3-33444609B32904525,Gutiérrez,ADM3
254,1442,1442,0,0,0,0,ADM3,254,254,BOL,BOL-ADM3-33444609B61390228,Sucre,ADM3
255,1156,1156,0,0,0,0,ADM3,255,255,BOL,BOL-ADM3-33444609B90222474,Presto,ADM3
256,955,955,0,0,0,0,ADM3,256,256,BOL,BOL-ADM3-33444609B25796587,Postrervalle,ADM3
257,344,344,0,0,0,0,ADM3,257,257,BOL,BOL-ADM3-33444609B52561385,Trigal,ADM3
258,243,243,0,0,0,0,ADM3,258,258,BOL,BOL-ADM3-33444609B67865308,Quirusillas,ADM3
259,4285,4285,0,0,0,0,ADM3,259,259,BOL,BOL-ADM3-33444609B3158247,Cabezas,ADM3
260,533,533,0,0,0,0,ADM3,260,260,BOL,BOL-ADM3-33444609B36360155,Cotoca,ADM3
261,8151,8151,0,0,0,0,ADM3,261,261,BOL,BOL-ADM3-33444609B82294182,Yapacaní,ADM3
262,3788,3788,0,0,0,0,ADM3,262,262,BOL,BOL-ADM3-33444609B81436946,Cuatro Cañadas,ADM3
263,429,428,0,0,1,0,ADM3,263,263,BOL,BOL-ADM3-33444609B34841445,San Ramón,ADM3
264,1917,1917,0,0,0,0,ADM3,264,264,BOL,BOL-ADM3-33444609B57224915,San Javier,ADM3
265,8168,8168,0,0,0,0,ADM3,265,265,BOL,BOL-ADM3-33444609B78704867,San Miguel,ADM3
266,9469,9469,0,0,0,0,ADM3,266,266,BOL,BOL-ADM3-33444609B25395901,Villa Tunari,ADM3
267,2355,2355,0,0,0,0,ADM3,267,267,BOL,BOL-ADM3-33444609B24552917,Chimoré,ADM3
268,1693,1693,0,0,0,0,ADM3,268,268,BOL,BOL-ADM3-33444609B18430420,Tiraque,ADM3
269,626,626,0,0,0,0,ADM3,269,269,BOL,BOL-ADM3-33444609B95602913,Shinahota,ADM3
270,214,214,0,0,0,0,ADM3,270,270,BOL,BOL-ADM3-33444609B71154134,Montero,ADM3
271,7587,7587,0,0,0,0,ADM3,271,271,BOL,BOL-ADM3-33444609B46709169,Ascención de Guarayos,ADM3
272,8403,8403,0,0,0,0,ADM3,272,272,BOL,BOL-ADM3-33444609B55665100,San Andrés,ADM3
273,299,299,0,0,0,0,ADM3,273,273,BOL,BOL-ADM3-33444609B36270672,Vacas,ADM3
274,776,775,0,0,1,0,ADM3,274,274,BOL,BOL-ADM3-33444609B99795676,Pocona,ADM3
275,882,882,0,0,0,0,ADM3,275,275,BOL,BOL-ADM3-33444609B439401,Okinawa Uno,ADM3
276,1137,1137,0,0,0,0,ADM3,276,276,BOL,BOL-ADM3-33444609B11056664,Warnes,ADM3
277,457,457,0,0,0,0,ADM3,277,277,BOL,BOL-ADM3-33444609B54301679,General Saavedra,ADM3
278,11721,11721,0,0,0,0,ADM3,278,278,BOL,BOL-ADM3-33444609B10251116,Pailón,ADM3
279,647,647,0,0,0,0,ADM3,279,279,BOL,BOL-ADM3-33444609B49773042,Fernández Alonso,ADM3
280,363,363,0,0,0,0,ADM3,280,280,BOL,BOL-ADM3-33444609B82751741,Mineros,ADM3
281,862,862,0,0,0,0,ADM3,281,281,BOL,BOL-ADM3-33444609B58335505,Pampa Grande,ADM3
282,632,632,0,0,0,0,ADM3,282,282,BOL,BOL-ADM3-33444609B78053551,Mairana,ADM3
283,1682,1682,0,0,0,0,ADM3,283,283,BOL,BOL-ADM3-33444609B66013257,Puerto Villarroel,ADM3
284,250,250,0,0,0,0,ADM3,284,284,BOL,BOL-ADM3-33444609B84075203,Colpa Bélgica,ADM3
285,11496,11496,0,0,0,0,ADM3,285,285,BOL,BOL-ADM3-33444609B58337466,Puerto Suarez,ADM3
286,9157,9157,0,0,0,0,ADM3,286,286,BOL,BOL-ADM3-33444609B52930702,El Carmen Rivero Tórrez,ADM3
287,6135,6135,0,0,0,0,ADM3,287,287,BOL,BOL-ADM3-33444609B32568642,Roboré,ADM3
288,23046,23045,1,0,0,0,ADM3,288,288,BOL,BOL-ADM3-33444609B83253902,San Matías,ADM3
289,60887,60887,0,0,0,0,ADM3,289,289,BOL,BOL-ADM3-33444609B85273692,Charagua,ADM3
290,16272,16271,0,0,1,0,ADM3,290,290,BOL,BOL-ADM3-33444609B21156081,San José,ADM3
291,8234,8234,0,0,0,0,ADM3,291,291,BOL,BOL-ADM3-33444609B61104849,San Rafael,ADM3
292,1269,1269,0,0,0,0,ADM3,292,292,BOL,BOL-ADM3-33444609B74694029,Ayopaya,ADM3
293,41509,41509,0,0,0,0,ADM3,293,293,BOL,BOL-ADM3-33444609B38230040,San Ignacio,ADM3
294,13740,13739,0,0,1,0,ADM3,294,294,BOL,BOL-ADM3-33444609B93004293,Urubicha,ADM3
295,14786,14785,0,0,1,0,ADM3,295,295,BOL,BOL-ADM3-33444609B21187437,Baures,ADM3
296,1602,1602,0,0,0,0,ADM3,296,296,BOL,BOL-ADM3-33444609B59063344,Trinidad,ADM3
297,2028,2028,0,0,0,0,ADM3,297,297,BOL,BOL-ADM3-33444609B54102559,San Antonio de Lomerio,ADM3
298,2052,2052,0,0,0,0,ADM3,298,298,BOL,BOL-ADM3-33444609B66575543,Pojo,ADM3
299,1867,1867,0,0,0,0,ADM3,299,299,BOL,BOL-ADM3-33444609B6351519,Entre Ríos,ADM3
300,1232,1232,0,0,0,0,ADM3,300,300,BOL,BOL-ADM3-33444609B40832379,Poroma,ADM3
301,434,434,0,0,0,0,ADM3,301,301,BOL,BOL-ADM3-33444609B77419578,Colomi,ADM3
302,355,355,0,0,0,0,ADM3,302,302,BOL,BOL-ADM3-33444609B47454413,Alalay,ADM3
303,509,509,0,0,0,0,ADM3,303,303,BOL,BOL-ADM3-33444609B95117685,Vila Vila,ADM3
304,30951,30947,3,0,1,0,ADM3,304,304,BOL,BOL-ADM3-33444609B5346742,Ixiamas,ADM3
305,637,636,1,0,0,0,ADM3,305,305,BOL,BOL-ADM3-33444609B73132405,Ayata,ADM3
306,6601,6601,0,0,0,0,ADM3,306,306,BOL,BOL-ADM3-33444609B71435776,Uyuni,ADM3
307,95,95,0,0,0,0,ADM3,307,307,BOL,BOL-ADM3-33444609B66511934,Waldo Ballivian,ADM3
308,2444,2444,0,0,0,0,ADM3,308,308,BOL,BOL-ADM3-33444609B68137279,Curahuara de Carangas,ADM3
309,765,765,0,0,0,0,ADM3,309,309,BOL,BOL-ADM3-33444609B36186520,Choquecota,ADM3
310,1144,1144,0,0,0,0,ADM3,310,310,BOL,BOL-ADM3-33444609B87640342,Escara,ADM3
311,179,179,0,0,0,0,ADM3,311,311,BOL,BOL-ADM3-33444609B79549253,Coipasa,ADM3
312,304,304,0,0,0,0,ADM3,312,312,BOL,BOL-ADM3-33444609B48403080,Chipaya,ADM3
313,543,542,0,0,1,0,ADM3,313,313,BOL,BOL-ADM3-33444609B66088023,Chayanta,ADM3
314,4830,4828,0,0,2,0,ADM3,314,314,BOL,BOL-ADM3-33444609B60563542,Salinas de Garcí Mendoza,ADM3
315,5384,5381,1,0,2,0,ADM3,315,315,BOL,BOL-ADM3-33444609B90206942,Tupiza,ADM3
316,2031,2028,0,0,3,0,ADM3,316,316,BOL,BOL-ADM3-33444609B106993,Atocha,ADM3
317,3779,3779,0,0,0,0,ADM3,317,317,BOL,BOL-ADM3-33444609B51545061,San Pedro de Quemes,ADM3
318,4307,4307,0,0,0,0,ADM3,318,318,BOL,BOL-ADM3-33444609B42696709,San Julián,ADM3
319,6690,6689,1,0,0,0,ADM3,319,319,BOL,BOL-ADM3-33444609B68632045,El Puente,ADM3
320,2829,2829,0,0,0,0,ADM3,320,320,BOL,BOL-ADM3-33444609B10638383,Comarapa,ADM3
321,344,344,0,0,0,0,ADM3,321,321,BOL,BOL-ADM3-33444609B8717747,Bermejo,ADM3
322,603,603,0,0,0,0,ADM3,322,322,BOL,BOL-ADM3-33444609B53463626,Villa Charcas,ADM3
323,299,299,0,0,0,0,ADM3,323,323,BOL,BOL-ADM3-33444609B82635532,Puerto Acosta,ADM3
324,102,102,0,0,0,0,ADM3,324,324,BOL,BOL-ADM3-33444609B17656422,Escoma,ADM3
325,2495,2492,0,0,3,0,ADM3,325,325,BOL,BOL-ADM3-33444609B71044330,Charaña,ADM3
326,629,629,0,0,0,0,ADM3,326,326,BOL,BOL-ADM3-33444609B93991773,Achacachi,ADM3
327,92,92,0,0,0,0,ADM3,327,327,BOL,BOL-ADM3-33444609B13753118,Taraco,ADM3
328,1305,1305,0,0,0,0,ADM3,328,328,BOL,BOL-ADM3-33444609B75690871,La (Marka) San Andrés de Mach,ADM3
329,764,764,0,0,0,0,ADM3,329,329,BOL,BOL-ADM3-33444609B31051948,Tacobamba,ADM3
330,2222,2222,0,0,0,0,ADM3,330,330,BOL,BOL-ADM3-33444609B24985970,Challapata,ADM3
331,598,597,0,0,1,0,ADM3,331,331,BOL,BOL-ADM3-33444609B93024851,Uncía,ADM3
332,1160,1160,0,0,0,0,ADM3,332,332,BOL,BOL-ADM3-33444609B54083051,Ravelo,ADM3
333,1601,1601,0,0,0,0,ADM3,333,333,BOL,BOL-ADM3-33444609B27870252,Mizque,ADM3
334,2036,2036,0,0,0,0,ADM3,334,334,BOL,BOL-ADM3-33444609B5020991,Pasorapa,ADM3
335,5610,5608,1,0,1,0,ADM3,335,335,BOL,BOL-ADM3-33444609B93401902,Cotagaita,ADM3
336,1806,1806,0,0,0,0,ADM3,336,336,BOL,BOL-ADM3-33444609B61161865,Camargo,ADM3
337,2185,2185,0,0,0,0,ADM3,337,337,BOL,BOL-ADM3-33444609B2211567,Villazón,ADM3
338,3883,3883,0,0,0,0,ADM3,338,338,BOL,BOL-ADM3-33444609B28920794,Padcaya,ADM3
