asdf_id,worldpop_pop_count_1km_mosaic.2012.sum,worldpop_pop_count_1km_mosaic.2012.count,worldpop_pop_count_1km_mosaic.2013.sum,worldpop_pop_count_1km_mosaic.2013.count,worldpop_pop_count_1km_mosaic.2014.sum,worldpop_pop_count_1km_mosaic.2014.count,worldpop_pop_count_1km_mosaic.2015.sum,worldpop_pop_count_1km_mosaic.2015.count,worldpop_pop_count_1km_mosaic.2016.sum,worldpop_pop_count_1km_mosaic.2016.count,worldpop_pop_count_1km_mosaic.2017.sum,worldpop_pop_count_1km_mosaic.2017.count,Level,gqid,id,shapeGroup,shapeID,shapeName,shapeType
210,20768.4863281,17254.6113281,21572.1484375,17254.6113281,22412.2636719,17254.6113281,23419.1484375,17254.6113281,24314.6601562,17254.6113281,25276.859375,17254.6113281,ADM3,210,210,BOL,BOL-ADM3-33444609B25123274,Apolo,ADM3
211,18917.3984375,3065.66992188,19501.4570312,3065.66992188,20142.2929688,3065.66992188,20698.0039062,3065.66992188,21357.2734375,3065.66992188,22017.328125,3065.66992188,ADM3,211,211,BOL,BOL-ADM3-33444609B4331330,Puerto Menor de Rurrenabaque,ADM3
212,9001.0390625,3598.91015625,9277.81347656,3598.91015625,9551.5234375,3598.91015625,9923.15722656,3598.91015625,10251.0849609,3598.91015625,10573.3007812,3598.91015625,ADM3,212,212,BOL,BOL-ADM3-33444609B85439426,San Buenaventura,ADM3
213,19937.7597656,25752.8105469,19747.6191406,25752.8105469,18994.7988281,25752.8105469,19281.5996094,25752.8105469,18892.9726562,25752.8105469,18728.4042969,25752.8105469,ADM3,213,213,BOL,BOL-ADM3-33444609B23560373,Santa Ana,ADM3
214,37221.6328125,10681.1904297,37814.7929688,10681.1904297,38300.6171875,10681.1904297,38886.6367188,10681.1904297,39500.2929688,10681.1904297,40133.5507812,10681.1904297,ADM3,214,214,BOL,BOL-ADM3-33444609B36751060,San Borja,ADM3
215,12878.8085938,14271.5996094,13008.6640625,14271.5996094,13208.0273438,14271.5996094,13458.0224609,14271.5996094,13709.2949219,14271.5996094,13912.4794922,14271.5996094,ADM3,215,215,BOL,BOL-ADM3-33444609B13357475,Reyes,ADM3
216,8749.90625,1529.48999023,9255.56152344,1529.48999023,9832.99511719,1529.48999023,10406.203125,1529.48999023,11166.9736328,1529.48999023,11930.6181641,1529.48999023,ADM3,216,216,BOL,BOL-ADM3-33444609B85003487,Puerto Gonzalo Moreno,ADM3
217,970.290283203,2491.05004883,991.357055664,2491.05004883,982.422119141,2491.05004883,990.721801758,2491.05004883,975.063415527,2491.05004883,965.397521973,2491.05004883,ADM3,217,217,BOL,BOL-ADM3-33444609B80291858,Puerto Siles,ADM3
218,6474.7734375,28989.4570312,6447.2734375,28989.4570312,6455.84472656,28989.4570312,6416.67480469,28989.4570312,6384.58300781,28989.4570312,6348.47753906,28989.4570312,ADM3,218,218,BOL,BOL-ADM3-33444609B10458910,Exaltación,ADM3
219,90579.21875,15324.8398438,91917.953125,15324.8398438,93323.734375,15324.8398438,94682.2734375,15324.8398438,96102.375,15324.8398438,97698.171875,15324.8398438,ADM3,219,219,BOL,BOL-ADM3-33444609B93314585,Riberalta,ADM3
220,8070.18847656,1295.98999023,8519.35742188,1295.98999023,9099.65039062,1295.98999023,9707.0859375,1295.98999023,10431.25,1295.98999023,11232.8203125,1295.98999023,ADM3,220,220,BOL,BOL-ADM3-33444609B95419155,Porvenir,ADM3
221,4795.32421875,6270.72949219,4888.12011719,6270.72949219,5144.08203125,6270.72949219,5323.68798828,6270.72949219,5615.06738281,6270.72949219,5923.05761719,6270.72949219,ADM3,221,221,BOL,BOL-ADM3-33444609B83803279,Bella Flor,ADM3
222,3383.91943359,3176.47998047,3663.89526367,3176.47998047,3987.16894531,3176.47998047,4265.28173828,3176.47998047,4741.25683594,3176.47998047,5143.43701172,3176.47998047,ADM3,222,222,BOL,BOL-ADM3-33444609B11509981,San Pedro,ADM3
223,6191.09277344,6297.47998047,6411.97558594,6297.47998047,6669.82617188,6297.47998047,6972.18017578,6297.47998047,7250.7578125,6297.47998047,7554.63720703,6297.47998047,ADM3,223,223,BOL,BOL-ADM3-33444609B55981723,Puerto Rico,ADM3
224,3402.83789062,5271.29980469,3570.54296875,5271.29980469,3604.71704102,5271.29980469,3675.95581055,5271.29980469,3712.06347656,5271.29980469,3759.70825195,5271.29980469,ADM3,224,224,BOL,BOL-ADM3-33444609B45825141,Santa Rosa,ADM3
225,2035.0513916,6472.22998047,2144.41870117,6472.22998047,2277.33251953,6472.22998047,2386.84692383,6472.22998047,2572.24121094,6472.22998047,2678.30761719,6472.22998047,ADM3,225,225,BOL,BOL-ADM3-33444609B53699713,Ingavi,ADM3
226,41784.984375,7772.00976562,41855.2265625,7772.00976562,42001.4375,7772.00976562,42117.375,7772.00976562,42276.4882812,7772.00976562,42436.671875,7772.00976562,ADM3,226,226,BOL,BOL-ADM3-33444609B93580112,Guayaramerín,ADM3
227,2836.13867188,3381.87011719,3140.2265625,3381.87011719,3449.86083984,3381.87011719,3787.56298828,3381.87011719,4124.95458984,3381.87011719,4519.91845703,3381.87011719,ADM3,227,227,BOL,BOL-ADM3-33444609B33507653,Villa Nueva,ADM3
228,2192.87646484,7872.23925781,2506.06005859,7872.23925781,2856.27636719,7872.23925781,3246.18945312,7872.23925781,3694.640625,7872.23925781,4191.27783203,7872.23925781,ADM3,228,228,BOL,BOL-ADM3-33444609B15181859,Santos Mercado,ADM3
229,2151.24023438,4351.02001953,2349.27832031,4351.02001953,2570.11230469,4351.02001953,2810.39501953,4351.02001953,3064.33105469,4351.02001953,3370.11181641,4351.02001953,ADM3,229,229,BOL,BOL-ADM3-33444609B91423379,Nueva Esperanza,ADM3
230,6704.77294922,118.169998169,6797.50878906,118.169998169,6963.98339844,118.169998169,7089.60058594,118.169998169,7220.58789062,118.169998169,7235.33837891,118.169998169,ADM3,230,230,BOL,BOL-ADM3-33444609B41664570,Santiago de Huata,ADM3
231,3780.42041016,88.0299987793,3950.39990234,88.0299987793,3855.38720703,88.0299987793,3732.05419922,88.0299987793,4068.37011719,88.0299987793,3976.13085938,88.0299987793,ADM3,231,231,BOL,BOL-ADM3-33444609B7909722,Puerto Pérez,ADM3
232,9468.56347656,328.83001709,9495.390625,328.83001709,9736.59863281,328.83001709,9888.17871094,328.83001709,10009.9931641,328.83001709,10321.2871094,328.83001709,ADM3,232,232,BOL,BOL-ADM3-33444609B27408509,Chuquihuta Ayllu Jucumani,ADM3
233,3034.23095703,2971.89990234,3193.30615234,2971.89990234,3361.96826172,2971.89990234,3542.38427734,2971.89990234,3746.87329102,2971.89990234,3946.59106445,2971.89990234,ADM3,233,233,BOL,BOL-ADM3-33444609B21368266,Bolpebra,ADM3
234,5809.96777344,14087.9394531,6176.82275391,14087.9394531,6542.40820312,14087.9394531,6940.38183594,14087.9394531,7298.45800781,14087.9394531,7693.08203125,14087.9394531,ADM3,234,234,BOL,BOL-ADM3-33444609B21491486,Filadelfia,ADM3
235,11394.3134766,1282.43994141,11608.1738281,1282.43994141,12089.3476562,1282.43994141,12331.4160156,1282.43994141,12752.0078125,1282.43994141,13109.5527344,1282.43994141,ADM3,235,235,BOL,BOL-ADM3-33444609B19655093,Alto Beni,ADM3
236,45697.5234375,1901.13000488,46386.1445312,1901.13000488,46952.3242188,1901.13000488,47333.7773438,1901.13000488,48441.921875,1901.13000488,49123.3789062,1901.13000488,ADM3,236,236,BOL,BOL-ADM3-33444609B96037932,Caranavi,ADM3
237,6978.24609375,227.799987793,6997.45849609,227.799987793,7028.63964844,227.799987793,7098.07568359,227.799987793,7026.94824219,227.799987793,6922.60058594,227.799987793,ADM3,237,237,BOL,BOL-ADM3-33444609B8469227,Huarina,ADM3
238,7889.65966797,850.040039062,7812.36621094,850.040039062,7636.89160156,850.040039062,7668.83203125,850.040039062,7599.00292969,850.040039062,7594.67675781,850.040039062,ADM3,238,238,BOL,BOL-ADM3-33444609B76614989,Bolivar,ADM3
239,8646.68457031,101.559997559,8559.90136719,101.559997559,8619.28222656,101.559997559,8734.64160156,101.559997559,8855.43945312,101.559997559,8884.67285156,101.559997559,ADM3,239,239,BOL,BOL-ADM3-33444609B43692068,Chua Cocani,ADM3
240,2598.62207031,356.940002441,2663.54321289,356.940002441,2749.45898438,356.940002441,2841.07714844,356.940002441,2771.77172852,356.940002441,2641.89599609,356.940002441,ADM3,240,240,BOL,BOL-ADM3-33444609B78666461,Humanata,ADM3
241,9728.21289062,4730.87988281,9643.53417969,4730.87988281,9533.80273438,4730.87988281,9470.08789062,4730.87988281,9384.05566406,4730.87988281,9307.73339844,4730.87988281,ADM3,241,241,BOL,BOL-ADM3-33444609B92881157,Villa Vaca Guzmán,ADM3
242,16116.203125,975.349975586,16105.2070312,975.349975586,15947.1308594,975.349975586,15888.5498047,975.349975586,15871.6113281,975.349975586,15756.4570312,975.349975586,ADM3,242,242,BOL,BOL-ADM3-33444609B42689736,Batallas,ADM3
243,10725.6796875,2082.12011719,10560.1298828,2082.12011719,10359.2158203,2082.12011719,10217.5996094,2082.12011719,10062.8632812,2082.12011719,9910.0390625,2082.12011719,ADM3,243,243,BOL,BOL-ADM3-33444609B75760336,Padilla,ADM3
244,8032.68847656,1542.04992676,8042.86035156,1542.04992676,8053.08300781,1542.04992676,8070.99902344,1542.04992676,8089.43554688,1542.04992676,8116.37109375,1542.04992676,ADM3,244,244,BOL,BOL-ADM3-33444609B69980236,Mojocoya,ADM3
245,2180.31982422,853.710021973,2140.7980957,853.710021973,2095.27490234,853.710021973,2051.27319336,853.710021973,2018.78820801,853.710021973,1987.88659668,853.710021973,ADM3,245,245,BOL,BOL-ADM3-33444609B51772236,Pucará,ADM3
246,11159.8339844,2153.70996094,11054.0751953,2153.70996094,10967.0117188,2153.70996094,10895.3828125,2153.70996094,10784.5517578,2153.70996094,10690.6796875,2153.70996094,ADM3,246,246,BOL,BOL-ADM3-33444609B69127220,Villa Serrano,ADM3
247,7648.11230469,9980.33984375,7690.31689453,9980.33984375,7691.47509766,9980.33984375,7718.56347656,9980.33984375,7714.73925781,9980.33984375,7695.8671875,9980.33984375,ADM3,247,247,BOL,BOL-ADM3-33444609B12353677,Macharetí,ADM3
248,4963.859375,2035.27001953,5049.42480469,2035.27001953,5151.54980469,2035.27001953,5235.52294922,2035.27001953,5363.83691406,2035.27001953,5503.10693359,2035.27001953,ADM3,248,248,BOL,BOL-ADM3-33444609B47604355,Boyuibe,ADM3
249,5224.91015625,1113.86999512,5385.734375,1113.86999512,5596.04003906,1113.86999512,5821.67089844,1113.86999512,5990.21679688,1113.86999512,6220.23925781,1113.86999512,ADM3,249,249,BOL,BOL-ADM3-33444609B96934473,Cuevo,ADM3
250,33251.84375,1263.73999023,33584.21875,1263.73999023,33836.8359375,1263.73999023,34103.515625,1263.73999023,34408.1367188,1263.73999023,34632.59375,1263.73999023,ADM3,250,250,BOL,BOL-ADM3-33444609B99493244,Camiri,ADM3
251,16323.0019531,8712.06054688,16438.6972656,8712.06054688,17137.625,8712.06054688,16982.3652344,8712.06054688,16958.2050781,8712.06054688,17018.6132812,8712.06054688,ADM3,251,251,BOL,BOL-ADM3-33444609B83608870,Cocapata,ADM3
252,17186.8652344,4001.64990234,17218.0175781,4001.64990234,17255.1679688,4001.64990234,17269.0097656,4001.64990234,17315.0390625,4001.64990234,17348.2128906,4001.64990234,ADM3,252,252,BOL,BOL-ADM3-33444609B53201147,Vallegrande,ADM3
253,12201.9433594,3578.95019531,12242.5507812,3578.95019531,12324.8417969,3578.95019531,12344.2929688,3578.95019531,12458.3007812,3578.95019531,12553.4873047,3578.95019531,ADM3,253,253,BOL,BOL-ADM3-33444609B32904525,Gutiérrez,ADM3
254,249442.25,2099.0,256544.234375,2099.0,261334.9375,2099.0,268107.03125,2099.0,271176.78125,2099.0,274544.375,2099.0,ADM3,254,254,BOL,BOL-ADM3-33444609B61390228,Sucre,ADM3
255,12764.9140625,1681.68994141,13016.2050781,1681.68994141,13418.6113281,1681.68994141,13735.8798828,1681.68994141,14264.8027344,1681.68994141,14777.1884766,1681.68994141,ADM3,255,255,BOL,BOL-ADM3-33444609B90222474,Presto,ADM3
256,2335.83789062,1392.97998047,2314.48217773,1392.97998047,2296.87988281,1392.97998047,2286.43725586,1392.97998047,2273.71142578,1392.97998047,2264.11889648,1392.97998047,ADM3,256,256,BOL,BOL-ADM3-33444609B25796587,Postrervalle,ADM3
257,2173.72998047,500.519958496,2182.05664062,500.519958496,2180.42041016,500.519958496,2188.86279297,500.519958496,2183.23242188,500.519958496,2178.45727539,500.519958496,ADM3,257,257,BOL,BOL-ADM3-33444609B52561385,Trigal,ADM3
258,2869.18041992,360.519989014,2998.40576172,360.519989014,3108.39477539,360.519989014,3228.74902344,360.519989014,3332.35058594,360.519989014,3441.27099609,360.519989014,ADM3,258,258,BOL,BOL-ADM3-33444609B67865308,Quirusillas,ADM3
259,26108.6132812,6210.99023438,26549.2285156,6210.99023438,26991.6445312,6210.99023438,27614.8125,6210.99023438,27783.125,6210.99023438,28217.5078125,6210.99023438,ADM3,259,259,BOL,BOL-ADM3-33444609B3158247,Cabezas,ADM3
260,53307.3710938,770.0,53499.203125,770.0,55388.7421875,770.0,55891.9492188,770.0,58158.0390625,770.0,60426.2460938,770.0,ADM3,260,260,BOL,BOL-ADM3-33444609B36360155,Cotoca,ADM3
261,51370.7304688,11766.6904297,53385.3046875,11766.6904297,56096.3671875,11766.6904297,58450.2890625,11766.6904297,60669.5898438,11766.6904297,63329.4101562,11766.6904297,ADM3,261,261,BOL,BOL-ADM3-33444609B82294182,Yapacaní,ADM3
262,22371.7929688,5479.32958984,22905.4863281,5479.32958984,23472.1015625,5479.32958984,24074.5742188,5479.32958984,24637.1464844,5479.32958984,25234.5683594,5479.32958984,ADM3,262,262,BOL,BOL-ADM3-33444609B81436946,Cuatro Cañadas,ADM3
263,7499.85644531,626.33996582,7687.19384766,626.33996582,7887.84863281,626.33996582,8071.5234375,626.33996582,8319.47363281,626.33996582,8545.16503906,626.33996582,ADM3,263,263,BOL,BOL-ADM3-33444609B34841445,San Ramón,ADM3
264,10995.8154297,2786.85986328,11492.5947266,2786.85986328,11548.2333984,2786.85986328,12072.2714844,2786.85986328,12055.0380859,2786.85986328,12090.5878906,2786.85986328,ADM3,264,264,BOL,BOL-ADM3-33444609B57224915,San Javier,ADM3
265,11314.8955078,11779.1699219,11416.0839844,11779.1699219,11522.6279297,11779.1699219,11615.6269531,11779.1699219,11745.046875,11779.1699219,11844.6806641,11779.1699219,ADM3,265,265,BOL,BOL-ADM3-33444609B78704867,San Miguel,ADM3
266,69225.7421875,13692.2998047,71292.84375,13692.2998047,72413.8984375,13692.2998047,74736.4609375,13692.2998047,76997.171875,13692.2998047,79342.96875,13692.2998047,ADM3,266,266,BOL,BOL-ADM3-33444609B25395901,Villa Tunari,ADM3
267,22381.015625,3447.95996094,23254.2929688,3447.95996094,24252.1074219,3447.95996094,25149.765625,3447.95996094,25843.5253906,3447.95996094,26682.5019531,3447.95996094,ADM3,267,267,BOL,BOL-ADM3-33444609B24552917,Chimoré,ADM3
268,13911.5859375,2450.43994141,13508.8574219,2450.43994141,13585.9130859,2450.43994141,13470.5449219,2450.43994141,13427.5166016,2450.43994141,13661.1054688,2450.43994141,ADM3,268,268,BOL,BOL-ADM3-33444609B18430420,Tiraque,ADM3
269,28450.1835938,914.389953613,29468.7578125,914.389953613,29757.203125,914.389953613,30434.234375,914.389953613,31627.2636719,914.389953613,32295.8847656,914.389953613,ADM3,269,269,BOL,BOL-ADM3-33444609B95602913,Shinahota,ADM3
270,98877.7265625,307.559997559,102001.289062,307.559997559,105850.226562,307.559997559,109372.078125,307.559997559,112069.828125,307.559997559,114848.96875,307.559997559,ADM3,270,270,BOL,BOL-ADM3-33444609B71154134,Montero,ADM3
271,26209.2304688,11019.9902344,27818.5,11019.9902344,28791.1855469,11019.9902344,30203.1933594,11019.9902344,31337.28125,11019.9902344,32524.5058594,11019.9902344,ADM3,271,271,BOL,BOL-ADM3-33444609B46709169,Ascención de Guarayos,ADM3
272,16657.7011719,11950.4199219,16388.9960938,11950.4199219,16573.4394531,11950.4199219,17517.4648438,11950.4199219,17140.640625,11950.4199219,17888.640625,11950.4199219,ADM3,272,272,BOL,BOL-ADM3-33444609B55665100,San Andrés,ADM3
273,8890.53417969,434.960021973,8726.82421875,434.960021973,8423.14648438,434.960021973,8129.07080078,434.960021973,7836.65087891,434.960021973,7608.83935547,434.960021973,ADM3,273,273,BOL,BOL-ADM3-33444609B36270672,Vacas,ADM3
274,11823.9492188,1129.30004883,11565.9472656,1129.30004883,11293.8652344,1129.30004883,10989.3574219,1129.30004883,10819.5322266,1129.30004883,10673.0488281,1129.30004883,ADM3,274,274,BOL,BOL-ADM3-33444609B99795676,Pocona,ADM3
275,13234.4541016,1278.52001953,13384.453125,1278.52001953,13227.0566406,1278.52001953,13281.7802734,1278.52001953,13486.0839844,1278.52001953,13719.7265625,1278.52001953,ADM3,275,275,BOL,BOL-ADM3-33444609B439401,Okinawa Uno,ADM3
276,102541.8125,1658.85998535,107476.179688,1658.85998535,116265.523438,1658.85998535,123842.625,1658.85998535,132429.0,1658.85998535,142415.359375,1658.85998535,ADM3,276,276,BOL,BOL-ADM3-33444609B11056664,Warnes,ADM3
277,18479.2617188,663.219970703,18551.5957031,663.219970703,18258.7988281,663.219970703,18169.3046875,663.219970703,18123.3671875,663.219970703,18299.4765625,663.219970703,ADM3,277,277,BOL,BOL-ADM3-33444609B54301679,General Saavedra,ADM3
278,41817.6054688,16888.0585938,42098.3359375,16888.0585938,42854.8828125,16888.0585938,43482.7773438,16888.0585938,45272.7421875,16888.0585938,46758.484375,16888.0585938,ADM3,278,278,BOL,BOL-ADM3-33444609B10251116,Pailón,ADM3
279,15445.5136719,945.190002441,15830.5068359,945.190002441,16226.7666016,945.190002441,16567.375,945.190002441,17056.5839844,945.190002441,17534.2128906,945.190002441,ADM3,279,279,BOL,BOL-ADM3-33444609B49773042,Fernández Alonso,ADM3
280,23212.6953125,531.400024414,23466.5859375,531.400024414,23791.140625,531.400024414,24201.5742188,531.400024414,24474.9785156,531.400024414,24767.1992188,531.400024414,ADM3,280,280,BOL,BOL-ADM3-33444609B82751741,Mineros,ADM3
281,8598.63867188,1251.86010742,8680.63378906,1251.86010742,8680.13476562,1251.86010742,8766.1171875,1251.86010742,8964.65625,1251.86010742,9156.76464844,1251.86010742,ADM3,281,281,BOL,BOL-ADM3-33444609B58335505,Pampa Grande,ADM3
282,9865.60449219,925.280029297,10085.9042969,925.280029297,10219.0439453,925.280029297,10443.1542969,925.280029297,10794.0800781,925.280029297,11089.4746094,925.280029297,ADM3,282,282,BOL,BOL-ADM3-33444609B78053551,Mairana,ADM3
283,44490.1835938,2441.16015625,44773.4492188,2441.16015625,45416.2070312,2441.16015625,45937.359375,2441.16015625,46687.765625,2441.16015625,47380.265625,2441.16015625,ADM3,283,283,BOL,BOL-ADM3-33444609B66013257,Puerto Villarroel,ADM3
284,5988.26220703,363.589996338,5964.44824219,363.589996338,5960.61132812,363.589996338,5975.20898438,363.589996338,5974.06835938,363.589996338,5972.00292969,363.589996338,ADM3,284,284,BOL,BOL-ADM3-33444609B84075203,Colpa Bélgica,ADM3
285,20176.6171875,16624.5703125,20558.3769531,16624.5703125,21046.8945312,16624.5703125,21551.2988281,16624.5703125,22080.7382812,16624.5703125,22659.2441406,16624.5703125,ADM3,285,285,BOL,BOL-ADM3-33444609B58337466,Puerto Suarez,ADM3
286,6278.32421875,13194.109375,6444.70166016,13194.109375,6591.50585938,13194.109375,6763.2890625,13194.109375,6903.47753906,13194.109375,7063.17382812,13194.109375,ADM3,286,286,BOL,BOL-ADM3-33444609B52930702,El Carmen Rivero Tórrez,ADM3
287,15548.5566406,8880.70996094,15577.5917969,8880.70996094,15603.2597656,8880.70996094,15641.7011719,8880.70996094,15679.8876953,8880.70996094,15724.0800781,8880.70996094,ADM3,287,287,BOL,BOL-ADM3-33444609B32568642,Roboré,ADM3
288,14539.7489368,33071.0124962,14692.3760505,33071.0124962,14836.000621,33071.0124962,14951.4986075,33071.0124962,15123.9017026,33071.0124962,15252.9555953,33071.0124962,ADM3,288,288,BOL,BOL-ADM3-33444609B83253902,San Matías,ADM3
289,32450.5981445,87811.1582031,33285.817627,87811.1582031,34123.3681641,87811.1582031,34963.4541016,87811.1582031,35937.4847412,87811.1582031,36853.9025879,87811.1582031,ADM3,289,289,BOL,BOL-ADM3-33444609B85273692,Charagua,ADM3
290,28866.6503906,23466.5605469,30348.4335938,23466.5605469,31916.1835938,23466.5605469,33558.5976562,23466.5605469,35305.8671875,23466.5605469,37131.1054688,23466.5605469,ADM3,290,290,BOL,BOL-ADM3-33444609B21156081,San José,ADM3
291,6152.43603516,11889.6503906,6278.13867188,11889.6503906,6397.05566406,11889.6503906,6536.68310547,11889.6503906,6640.85253906,11889.6503906,6759.57861328,11889.6503906,ADM3,291,291,BOL,BOL-ADM3-33444609B61104849,San Rafael,ADM3
292,23837.9609375,1848.51000977,23501.21875,1848.51000977,23160.953125,1848.51000977,22795.5898438,1848.51000977,22636.9765625,1848.51000977,22478.9648438,1848.51000977,ADM3,292,292,BOL,BOL-ADM3-33444609B74694029,Ayopaya,ADM3
293,52264.5226746,59809.9503784,53240.239975,59809.9503784,54378.886261,59809.9503784,55612.8408203,59809.9503784,56810.0019226,59809.9503784,58065.7012939,59809.9503784,ADM3,293,293,BOL,BOL-ADM3-33444609B38230040,San Ignacio,ADM3
294,10128.6972656,19789.0996094,9910.5625,19789.0996094,10236.2480469,19789.0996094,10374.421875,19789.0996094,10838.9208984,19789.0996094,11186.2714844,19789.0996094,ADM3,294,294,BOL,BOL-ADM3-33444609B93004293,Urubicha,ADM3
295,5947.49609375,21253.1875,5990.76708984,21253.1875,6073.66992188,21253.1875,6115.48095703,21253.1875,6210.89501953,21253.1875,6292.61328125,21253.1875,ADM3,295,295,BOL,BOL-ADM3-33444609B21187437,Baures,ADM3
296,101087.9375,2318.37011719,104681.039062,2318.37011719,107489.046875,2318.37011719,109746.640625,2318.37011719,113364.921875,2318.37011719,115696.648438,2318.37011719,ADM3,296,296,BOL,BOL-ADM3-33444609B59063344,Trinidad,ADM3
297,6284.92773438,2934.64990234,6316.41796875,2934.64990234,6317.23144531,2934.64990234,6365.51464844,2934.64990234,6406.44775391,2934.64990234,6425.15771484,2934.64990234,ADM3,297,297,BOL,BOL-ADM3-33444609B54102559,San Antonio de Lomerio,ADM3
298,10363.5097656,2968.4699707,10253.2734375,2968.4699707,10164.3876953,2968.4699707,10081.390625,2968.4699707,9948.62695312,2968.4699707,9843.99023438,2968.4699707,ADM3,298,298,BOL,BOL-ADM3-33444609B66575543,Pojo,ADM3
299,31982.6621094,2715.67993164,33297.7890625,2715.67993164,34070.5820312,2715.67993164,35303.5429688,2715.67993164,36376.171875,2715.67993164,37332.5351562,2715.67993164,ADM3,299,299,BOL,BOL-ADM3-33444609B6351519,Entre Ríos,ADM3
300,24100.6601562,1787.58996582,22398.7675781,1787.58996582,22483.3476562,1787.58996582,21199.2207031,1787.58996582,22175.078125,1787.58996582,23249.921875,1787.58996582,ADM3,300,300,BOL,BOL-ADM3-33444609B40832379,Poroma,ADM3
301,17035.7148438,639.789978027,17083.9433594,639.789978027,17165.3769531,639.789978027,17352.9433594,639.789978027,17751.7617188,639.789978027,18060.7167969,639.789978027,ADM3,301,301,BOL,BOL-ADM3-33444609B77419578,Colomi,ADM3
302,3492.44287109,521.16003418,3375.48901367,521.16003418,3267.62597656,521.16003418,3169.12695312,521.16003418,3042.4375,521.16003418,2965.16650391,521.16003418,ADM3,302,302,BOL,BOL-ADM3-33444609B47454413,Alalay,ADM3
303,5434.19921875,744.349975586,5477.16894531,744.349975586,5576.75,744.349975586,5664.79248047,744.349975586,5759.89746094,744.349975586,5844.91943359,744.349975586,ADM3,303,303,BOL,BOL-ADM3-33444609B95117685,Vila Vila,ADM3
304,9485.7322998,44643.4985352,9943.27307129,44643.4985352,10424.9226074,44643.4985352,10876.508667,44643.4985352,11394.6755981,44643.4985352,11930.6929932,44643.4985352,ADM3,304,304,BOL,BOL-ADM3-33444609B5346742,Ixiamas,ADM3
305,9129.80664062,919.619995117,9097.3046875,919.619995117,9095.77734375,919.619995117,9263.40722656,919.619995117,9321.08886719,919.619995117,9348.84570312,919.619995117,ADM3,305,305,BOL,BOL-ADM3-33444609B73132405,Ayata,ADM3
306,28621.5039062,9553.5703125,29814.8046875,9553.5703125,31117.8105469,9553.5703125,32543.2539062,9553.5703125,33942.1796875,9553.5703125,35293.6523438,9553.5703125,ADM3,306,306,BOL,BOL-ADM3-33444609B71435776,Uyuni,ADM3
307,4398.32080078,135.869995117,4908.72558594,135.869995117,5350.19042969,135.869995117,6095.21386719,135.869995117,6700.19824219,135.869995117,7438.58105469,135.869995117,ADM3,307,307,BOL,BOL-ADM3-33444609B66511934,Waldo Ballivian,ADM3
308,4400.65136719,3542.9699707,4310.45117188,3542.9699707,4226.64160156,3542.9699707,4144.77832031,3542.9699707,4086.38330078,3542.9699707,4002.78466797,3542.9699707,ADM3,308,308,BOL,BOL-ADM3-33444609B68137279,Curahuara de Carangas,ADM3
309,1865.59863281,1111.07006836,1872.64941406,1111.07006836,1901.58459473,1111.07006836,1911.86791992,1111.07006836,2014.69702148,1111.07006836,2048.60400391,1111.07006836,ADM3,309,309,BOL,BOL-ADM3-33444609B36186520,Choquecota,ADM3
310,4732.68945312,1659.81994629,5441.24902344,1659.81994629,6203.20703125,1659.81994629,7129.35351562,1659.81994629,8154.83300781,1659.81994629,9346.60742188,1659.81994629,ADM3,310,310,BOL,BOL-ADM3-33444609B87640342,Escara,ADM3
311,789.923522949,262.399993896,814.179321289,262.399993896,848.712341309,262.399993896,884.302490234,262.399993896,913.687988281,262.399993896,945.755615234,262.399993896,ADM3,311,311,BOL,BOL-ADM3-33444609B79549253,Coipasa,ADM3
312,1882.90771484,446.979980469,1899.77441406,446.979980469,1923.89489746,446.979980469,1937.21606445,446.979980469,1960.98364258,446.979980469,1987.40673828,446.979980469,ADM3,312,312,BOL,BOL-ADM3-33444609B48403080,Chipaya,ADM3
313,16472.6953125,788.869995117,16641.4726562,788.869995117,16916.6914062,788.869995117,17130.3242188,788.869995117,17197.34375,788.869995117,17421.5898438,788.869995117,ADM3,313,313,BOL,BOL-ADM3-33444609B66088023,Chayanta,ADM3
314,12006.1015625,6994.75976562,12333.8457031,6994.75976562,12665.3847656,6994.75976562,13067.8017578,6994.75976562,13383.4814453,6994.75976562,13766.8408203,6994.75976562,ADM3,314,314,BOL,BOL-ADM3-33444609B60563542,Salinas de Garcí Mendoza,ADM3
315,44692.8828125,7772.35009766,45304.7734375,7772.35009766,45911.0820312,7772.35009766,46577.7890625,7772.35009766,47276.8828125,7772.35009766,47975.5234375,7772.35009766,ADM3,315,315,BOL,BOL-ADM3-33444609B90206942,Tupiza,ADM3
316,12635.3378906,2931.85986328,12834.7285156,2931.85986328,13012.328125,2931.85986328,13393.6835938,2931.85986328,13368.7822266,2931.85986328,13742.03125,2931.85986328,ADM3,316,316,BOL,BOL-ADM3-33444609B106993,Atocha,ADM3
317,1123.83666992,5470.29003906,1143.94677734,5470.29003906,1166.98974609,5470.29003906,1187.59191895,5470.29003906,1216.68005371,5470.29003906,1252.2722168,5470.29003906,ADM3,317,317,BOL,BOL-ADM3-33444609B51545061,San Pedro de Quemes,ADM3
318,43934.9570312,6210.77001953,45253.0742188,6210.77001953,46155.25,6210.77001953,47178.203125,6210.77001953,48073.3046875,6210.77001953,49198.5859375,6210.77001953,ADM3,318,318,BOL,BOL-ADM3-33444609B42696709,San Julián,ADM3
