asdf_id,ltdr_avhrr_ndvi_v5_yearly.2012.max,ltdr_avhrr_ndvi_v5_yearly.2012.mean,ltdr_avhrr_ndvi_v5_yearly.2012.min,ltdr_avhrr_ndvi_v5_yearly.2012.count,ltdr_avhrr_ndvi_v5_yearly.2013.max,ltdr_avhrr_ndvi_v5_yearly.2013.mean,ltdr_avhrr_ndvi_v5_yearly.2013.min,ltdr_avhrr_ndvi_v5_yearly.2013.count,ltdr_avhrr_ndvi_v5_yearly.2014.max,ltdr_avhrr_ndvi_v5_yearly.2014.mean,ltdr_avhrr_ndvi_v5_yearly.2014.min,ltdr_avhrr_ndvi_v5_yearly.2014.count,ltdr_avhrr_ndvi_v5_yearly.2015.max,ltdr_avhrr_ndvi_v5_yearly.2015.mean,ltdr_avhrr_ndvi_v5_yearly.2015.min,ltdr_avhrr_ndvi_v5_yearly.2015.count,ltdr_avhrr_ndvi_v5_yearly.2016.max,ltdr_avhrr_ndvi_v5_yearly.2016.mean,ltdr_avhrr_ndvi_v5_yearly.2016.min,ltdr_avhrr_ndvi_v5_yearly.2016.count,ltdr_avhrr_ndvi_v5_yearly.2017.max,ltdr_avhrr_ndvi_v5_yearly.2017.mean,ltdr_avhrr_ndvi_v5_yearly.2017.min,ltdr_avhrr_ndvi_v5_yearly.2017.count,ltdr_avhrr_ndvi_v5_yearly.2018.max,ltdr_avhrr_ndvi_v5_yearly.2018.mean,ltdr_avhrr_ndvi_v5_yearly.2018.min,ltdr_avhrr_ndvi_v5_yearly.2018.count,ltdr_avhrr_ndvi_v5_yearly.2019.max,ltdr_avhrr_ndvi_v5_yearly.2019.mean,ltdr_avhrr_ndvi_v5_yearly.2019.min,ltdr_avhrr_ndvi_v5_yearly.2019.count,ltdr_avhrr_ndvi_v5_yearly.2020.max,ltdr_avhrr_ndvi_v5_yearly.2020.mean,ltdr_avhrr_ndvi_v5_yearly.2020.min,ltdr_avhrr_ndvi_v5_yearly.2020.count,Level,gqid,id,shapeGroup,shapeID,shapeName,shapeType
212,8153.91666667,7795.34551098,7121.25,102.849998474,8206.5,7886.00503,7238.0,102.849998474,7964.54545455,7575.69331595,6622.4,102.849998474,7916.72727273,7518.09856059,6557.66666667,102.849998474,8119.08333333,7790.8131426,6899.0,102.849998474,8131.75,7679.59785039,7002.09090909,102.849998474,8124.83333333,7616.46344753,6732.63636364,102.849998474,8845.125,7566.54583577,5568.16666667,102.849998474,9828.0,7678.83552253,3581.0,100.189994812,ADM3,212,212,BOL,BOL-ADM3-33444609B85439426,San Buenaventura,ADM3
213,8063.33333333,6635.5596454,4522.91666667,723.859985352,8206.0,6719.88840796,4806.4,723.859985352,8004.7,6330.53452195,4144.77777778,723.859985352,7888.41666667,6476.85550723,4422.0,723.859985352,8086.91666667,6558.62818206,4663.72727273,723.859985352,8062.66666667,6596.8566265,4680.91666667,723.859985352,8131.75,6642.04155541,4855.58333333,723.859985352,8957.75,6549.03396647,3782.33333333,723.859985352,9811.0,6641.20609081,1300.5,710.619995117,ADM3,213,213,BOL,BOL-ADM3-33444609B23560373,Santa Ana,ADM3
214,8196.8,7373.22132298,5687.91666667,301.359985352,8227.5,7458.43422339,5639.75,301.359985352,7971.22222222,7170.62237722,5516.22222222,301.359985352,7979.22222222,7060.26767556,5233.5,301.359985352,8147.0,7368.97403109,5633.33333333,301.359985352,8068.58333333,7284.0702375,5801.27272727,301.359985352,8253.81818182,7273.27548003,5686.83333333,301.359985352,9031.22222222,7375.96717004,5303.16666667,301.359985352,9528.5,7564.54564519,3575.0,297.720001221,ADM3,214,214,BOL,BOL-ADM3-33444609B36751060,San Borja,ADM3
215,8066.16666667,6806.97691072,3579.2,409.779998779,8276.91666667,6968.90703729,3922.5,409.779998779,7964.54545455,6605.4235363,4317.14285714,409.779998779,7982.0,6658.00866715,2861.6,409.779998779,8062.08333333,6849.62588933,2564.5,409.779998779,8004.16666667,6826.72929048,3005.66666667,409.779998779,7931.33333333,6905.21236281,2462.41666667,409.779998779,8818.0,6753.14263082,1121.5,409.779998779,9485.0,6700.98216642,0.0,404.839996338,ADM3,215,215,BOL,BOL-ADM3-33444609B13357475,Reyes,ADM3
216,7671.8,7002.3732662,6353.44444444,44.9199981689,8117.57142857,7136.08511212,5624.3,44.9199981689,7664.0,6852.91305804,5590.0,44.9199981689,7645.66666667,6784.60141587,5528.33333333,44.9199981689,7672.75,7021.20473434,5800.27272727,44.9199981689,7640.0,6944.72600475,5681.1,44.9199981689,8314.54545455,7284.42640939,6192.25,44.9199981689,8719.0,6972.24381407,5074.83333333,44.9199981689,9754.0,7314.46595601,3621.5,36.2799987793,ADM3,216,216,BOL,BOL-ADM3-33444609B85003487,Puerto Gonzalo Moreno,ADM3
217,7528.16666667,6370.54853565,4819.5,72.9100036621,7727.27272727,6450.4471462,5011.54545455,72.9100036621,7420.4,5971.69696293,4686.0,72.9100036621,7242.45454545,6026.86795352,4090.08333333,72.9100036621,7800.90909091,6253.05506617,4779.27272727,72.9100036621,7520.63636364,6204.86122469,4455.25,72.9100036621,7641.91666667,6347.47844061,4969.08333333,72.9100036621,7725.5,6136.42102092,3942.57142857,72.9100036621,9864.0,5429.16662293,212.5,64.2400054932,ADM3,217,217,BOL,BOL-ADM3-33444609B80291858,Puerto Siles,ADM3
218,7768.7,5855.98257377,1376.42857143,836.770019531,7825.72727273,5911.74829571,2223.57142857,836.770019531,7729.58333333,5493.26379037,1032.6,836.770019531,7866.58333333,5578.74261368,552.142857143,836.770019531,7899.58333333,5766.33685207,1341.77777778,836.770019531,7856.5,5695.49449666,1264.33333333,836.770019531,7982.5,6004.19651761,2251.58333333,836.770019531,8677.85714286,5538.87514263,303.571428571,836.770019531,9889.0,5063.1184823,0.0,678.549987793,ADM3,218,218,BOL,BOL-ADM3-33444609B10458910,Exaltación,ADM3
219,7821.5,7126.6498964,6051.1,434.16003418,7846.3,7223.56210527,5624.3,434.16003418,7842.66666667,7039.02407413,5590.0,434.16003418,7791.66666667,6993.52208051,5528.33333333,434.16003418,7982.75,7294.05637995,5878.83333333,434.16003418,8028.0,7143.88227211,5286.81818182,434.16003418,8303.58333333,7389.73602986,5882.9,434.16003418,8677.85714286,7146.86283851,4971.875,434.16003418,9969.0,6533.49160284,0.0,353.720001221,ADM3,219,219,BOL,BOL-ADM3-33444609B93314585,Riberalta,ADM3
220,7956.5,7338.23595914,6599.6,38.1299972534,8003.41666667,7483.04033778,6684.0,38.1299972534,7750.42857143,7231.35134752,6647.66666667,38.1299972534,7540.55555556,7012.40325939,6149.85714286,38.1299972534,7893.91666667,7285.41122834,6715.0,38.1299972534,7603.3,6990.45588543,6426.44444444,38.1299972534,7849.33333333,7225.03645012,6197.18181818,38.1299972534,8145.4,7390.97282471,6127.0,38.1299972534,9980.0,7173.4515895,3639.5,35.3600006104,ADM3,220,220,BOL,BOL-ADM3-33444609B95419155,Porvenir,ADM3
221,8018.125,7566.79129077,6463.33333333,180.039993286,7918.3,7493.77976311,6685.77777778,180.039993286,7910.16666667,7409.69092601,6467.375,180.039993286,7816.8,7242.80284988,6386.8,180.039993286,7932.0,7426.1690366,6187.5,180.039993286,7840.77777778,7380.60713205,6406.8,180.039993286,8256.33333333,7722.76457321,6625.18181818,180.039993286,8999.5,7972.72788682,5404.2,180.039993286,9983.0,8155.85157221,4396.0,174.369995117,ADM3,221,221,BOL,BOL-ADM3-33444609B83803279,Bella Flor,ADM3
222,7946.54545455,7249.06413865,6077.7,93.1800003052,7921.45454545,7333.76959735,6490.75,93.1800003052,7978.6,7174.20207337,5641.625,93.1800003052,7828.81818182,7095.88111734,5706.36363636,93.1800003052,8012.33333333,7263.27394336,5892.18181818,93.1800003052,7978.09090909,7194.50142822,5819.44444444,93.1800003052,8218.58333333,7447.17755674,5980.16666667,93.1800003052,8845.125,7488.02431179,5370.6,93.1800003052,9754.0,7363.77266212,3839.0,84.5400009155,ADM3,222,222,BOL,BOL-ADM3-33444609B11509981,San Pedro,ADM3
223,8037.125,7562.32491418,6647.25,179.270019531,8274.2,7584.9583481,6825.9,179.270019531,7903.0,7450.3682513,6475.77777778,179.270019531,7828.0,7304.2072594,6634.18181818,179.270019531,7953.6,7454.84959439,6416.0,179.270019531,8064.9,7445.9120029,6223.125,179.270019531,8288.90909091,7672.73588661,6198.25,179.270019531,9079.125,7754.59679944,5646.33333333,179.270019531,9743.0,8097.87603426,5415.0,169.920013428,ADM3,223,223,BOL,BOL-ADM3-33444609B55981723,Puerto Rico,ADM3
224,7895.875,7515.26186449,6558.11111111,149.649993896,7806.14285714,7485.19102863,6746.1,149.649993896,7806.0,7465.40042434,6467.375,149.649993896,7690.1,7235.81313966,6486.2,149.649993896,7752.57142857,7438.40078462,6351.7,149.649993896,7849.66666667,7436.05845654,6224.71428571,149.649993896,8309.27272727,7716.48941205,6721.91666667,149.649993896,8806.44444444,7799.72161075,5404.2,149.649993896,9633.0,7610.54960745,4159.0,141.869995117,ADM3,224,224,BOL,BOL-ADM3-33444609B45825141,Santa Rosa,ADM3
225,7946.54545455,7274.2489391,5964.75,183.589996338,7921.45454545,7320.30474996,6025.8,183.589996338,7952.0,7203.19828049,6250.0,183.589996338,7853.9,7122.80420518,6332.0,183.589996338,7942.81818182,7380.30106013,6425.2,183.589996338,7916.66666667,7381.79130588,6571.75,183.589996338,8218.58333333,7642.41513079,6329.33333333,183.589996338,9154.2,8117.82874259,6515.88888889,183.589996338,9623.0,7530.95960517,3413.5,177.580001831,ADM3,225,225,BOL,BOL-ADM3-33444609B53699713,Ingavi,ADM3
226,7564.63636364,6847.62125485,5640.375,222.5,7724.9,6892.82945086,5372.375,222.5,7628.27272727,6723.15660288,5056.55555556,222.5,7478.66666667,6658.07427417,5139.375,222.5,7828.16666667,6969.23482027,5490.5,222.5,7668.08333333,6749.32995025,4976.5,222.5,7900.16666667,7036.63023312,5761.08333333,222.5,8456.25,6587.37115143,3439.0,222.5,9611.5,6165.46359235,1597.5,213.539978027,ADM3,226,226,BOL,BOL-ADM3-33444609B93580112,Guayaramerín,ADM3
227,7711.16666667,7229.80543858,6224.0,97.3099975586,7771.71428571,7258.27199654,5922.90909091,97.3099975586,7547.28571429,7045.38574183,6161.41666667,97.3099975586,7588.11111111,7037.10555453,5723.28571429,97.3099975586,7746.91666667,7257.76915968,6373.44444444,97.3099975586,7718.55555556,7185.26169424,5703.7,97.3099975586,8070.11111111,7362.49231873,6007.0,97.3099975586,8739.0,7623.06990881,4691.25,97.3099975586,9583.0,7746.80637618,1972.0,84.9300003052,ADM3,227,227,BOL,BOL-ADM3-33444609B33507653,Villa Nueva,ADM3
228,7818.71428571,7046.93142068,5731.0,221.66998291,7864.5,7133.08744299,5937.11111111,221.66998291,7547.28571429,6916.26090912,5654.71428571,221.66998291,7578.72727273,7071.87435029,6059.3,221.66998291,8209.0,7323.44751685,6186.72727273,221.66998291,7814.25,7249.27441771,6246.125,221.66998291,8145.18181818,7520.04145295,6430.33333333,221.66998291,9154.2,7909.28331925,6168.0,221.66998291,9556.0,7431.02877559,326.0,212.839996338,ADM3,228,228,BOL,BOL-ADM3-33444609B15181859,Santos Mercado,ADM3
229,7701.375,6938.43402605,5857.55555556,123.820007324,7714.0,6909.05079103,5167.5,123.820007324,7393.57142857,6599.57798034,4885.16666667,123.820007324,7549.1,6808.16150974,4941.5,123.820007324,7621.66666667,7033.13398471,5258.625,123.820007324,7658.90909091,6924.84604545,5307.91666667,123.820007324,8090.8,7181.95401335,5463.91666667,123.820007324,8571.3,7261.1144506,4691.25,123.820007324,9339.0,7019.41299896,2135.0,115.580001831,ADM3,229,229,BOL,BOL-ADM3-33444609B91423379,Nueva Esperanza,ADM3
230,3739.45454545,3352.47203929,2367.7,3.87000012398,3760.45454545,3473.95189924,2420.45454545,3.87000012398,3758.41666667,3384.30283426,2381.09090909,3.87000012398,4072.75,3660.72696648,2820.83333333,3.87000012398,3526.41666667,3313.49195469,2949.90909091,3.87000012398,4016.75,3717.04639435,2708.75,3.87000012398,4304.16666667,4004.35870324,2827.45454545,3.87000012398,4600.66666667,3605.72197455,2526.85714286,3.87000012398,7553.0,5533.73231082,3842.5,3.87000012398,ADM3,230,230,BOL,BOL-ADM3-33444609B41664570,Santiago de Huata,ADM3
231,4383.66666667,3245.84676928,628.666666667,3.52999997139,3964.58333333,2961.60635816,217.916666667,3.52999997139,4409.08333333,3177.22958354,270.083333333,3.52999997139,4605.75,3450.12535174,619.0,3.52999997139,3919.91666667,2955.9137136,290.666666667,3.52999997139,4373.0,3423.04725604,718.166666667,3.52999997139,4617.83333333,3716.22830832,841.333333333,3.52999997139,3709.57142857,3202.8380858,958.818181818,3.52999997139,8111.0,4179.78001685,742.666666667,3.52999997139,ADM3,231,231,BOL,BOL-ADM3-33444609B7909722,Puerto Pérez,ADM3
232,2855.33333333,2618.59198518,2445.41666667,9.84000015259,3000.66666667,2522.14594969,2308.09090909,9.84000015259,2889.83333333,2517.42117149,2303.41666667,9.84000015259,2892.75,2533.73882559,2398.08333333,9.84000015259,2954.25,2424.05810155,2215.5,9.84000015259,2984.16666667,2480.43174733,2352.5,9.84000015259,3078.54545455,2870.97014802,2690.91666667,9.84000015259,2901.5,2390.91004356,1507.4,9.84000015259,9579.0,3707.12374856,1416.5,9.84000015259,ADM3,232,232,BOL,BOL-ADM3-33444609B27408509,Chuquihuta Ayllu Jucumani,ADM3
233,8029.33333333,7657.16921014,6617.3,84.9900054932,8119.54545455,7793.43593757,7136.4,84.9900054932,7862.66666667,7490.14266398,6450.5,84.9900054932,7655.33333333,7361.05705172,6743.0,84.9900054932,7990.91666667,7696.23764927,6887.72727273,84.9900054932,7816.0,7429.54616349,6856.11111111,84.9900054932,7987.0,7621.80353388,6864.81818182,84.9900054932,8617.0,7149.34518085,5687.1,84.9900054932,9629.0,6547.44591933,0.0,79.0099945068,ADM3,233,233,BOL,BOL-ADM3-33444609B21368266,Bolpebra,ADM3
234,8102.42857143,7681.49166247,6704.8,396.920013428,8197.25,7793.36167287,6857.41666667,396.920013428,7969.14285714,7551.15873377,6080.88888889,396.920013428,7869.1,7393.50795402,6267.54545455,396.920013428,8018.5,7594.30955432,6480.22222222,396.920013428,8253.0,7513.5606088,6151.25,396.920013428,8288.5,7737.43061891,6382.63636364,396.920013428,9089.18181818,8007.19522233,5802.71428571,396.920013428,9980.0,7707.8237667,0.0,390.130004883,ADM3,234,234,BOL,BOL-ADM3-33444609B21491486,Filadelfia,ADM3
235,8120.54545455,7762.5330153,7234.58333333,37.4799957275,8186.33333333,7848.52268652,7388.5,37.4799957275,7947.2,7566.61941605,7109.7,37.4799957275,7841.33333333,7449.0258009,7030.27272727,37.4799957275,8104.72727273,7719.30685864,7069.58333333,37.4799957275,7943.45454545,7578.70600571,6980.75,37.4799957275,7782.58333333,7252.44119508,6501.33333333,37.4799957275,8513.5,7559.82218971,5932.0,37.4799957275,9663.0,7619.51682571,4504.0,36.4799957275,ADM3,235,235,BOL,BOL-ADM3-33444609B19655093,Alto Beni,ADM3
236,7879.7,7437.74884667,6367.2,54.5800018311,8055.27272727,7645.08876526,6693.0,54.5800018311,7773.57142857,7423.77921433,6578.66666667,54.5800018311,7737.72727273,7328.42519586,6180.875,54.5800018311,8076.3,7628.34288869,6915.33333333,54.5800018311,7932.625,7533.74936955,6502.0,54.5800018311,7841.45454545,7189.74727758,6088.625,54.5800018311,8695.2,7381.16091378,4387.0,54.5800018311,9663.0,7490.64027626,2773.0,54.0299987793,ADM3,236,236,BOL,BOL-ADM3-33444609B96037932,Caranavi,ADM3
237,4667.16666667,3950.97335965,2567.72727273,7.22000026703,4496.16666667,3801.00535748,2378.0,7.22000026703,4498.0,3770.2518577,1930.625,7.22000026703,4686.5,4125.82908484,2504.58333333,7.22000026703,4187.58333333,3649.9044047,2550.58333333,7.22000026703,4689.0,4198.65178144,3320.58333333,7.22000026703,4893.75,4509.56528427,2920.58333333,7.22000026703,4183.7,3506.96720591,2819.41666667,7.22000026703,6057.5,4870.59059407,1309.0,7.22000026703,ADM3,237,237,BOL,BOL-ADM3-33444609B8469227,Huarina,ADM3
238,2880.0,2562.79367593,2318.16666667,24.8899993896,2916.0,2496.78241412,2307.18181818,24.8899993896,2869.5,2562.78010013,2382.08333333,24.8899993896,2922.66666667,2554.02804354,2324.08333333,24.8899993896,2789.0,2433.86328266,2272.25,24.8899993896,3343.91666667,2690.99471589,2473.66666667,24.8899993896,3584.75,3038.01370022,2680.91666667,24.8899993896,3511.16666667,2662.65037673,1930.28571429,24.8899993896,6562.33333333,3310.30220074,1778.5,24.8899993896,ADM3,238,238,BOL,BOL-ADM3-33444609B76614989,Bolivar,ADM3
239,3543.36363636,3152.89105421,906.0,3.1400001049,3753.75,3254.38251707,342.25,3.1400001049,3758.41666667,3075.46223455,49.5454545455,3.1400001049,3890.66666667,3192.50392694,991.5,3.1400001049,3864.25,3408.82872529,1229.75,3.1400001049,4083.66666667,3718.23571219,1217.16666667,3.1400001049,4376.33333333,3842.59893623,851.666666667,3.1400001049,3782.5,2951.19068766,2082.3,3.1400001049,5706.0,5097.22431885,911.0,3.1400001049,ADM3,239,239,BOL,BOL-ADM3-33444609B43692068,Chua Cocani,ADM3
240,4631.7,3537.23846286,3135.41666667,10.7300004959,4846.28571429,3586.91522606,3161.66666667,10.7300004959,4448.7,3727.37743416,3224.25,10.7300004959,4866.75,3775.00414914,3264.63636364,10.7300004959,4473.4,3544.99235976,3131.41666667,10.7300004959,4965.5,3953.66137673,3496.75,10.7300004959,4040.63636364,3820.56848395,3363.0,10.7300004959,3339.54545455,2975.32184433,2467.3,10.7300004959,8555.0,3343.06954023,982.5,10.7300004959,ADM3,240,240,BOL,BOL-ADM3-33444609B78666461,Humanata,ADM3
241,7989.83333333,6957.73148696,5970.75,136.289993286,7982.33333333,6845.58058485,5485.0,136.289993286,7949.25,6950.59421722,5485.27272727,136.289993286,7870.9,7031.38158391,6323.16666667,136.289993286,8028.25,6964.61457325,5516.58333333,136.289993286,7860.0,6866.73920332,5670.5,136.289993286,7716.0,6684.72390867,5287.09090909,136.289993286,8359.4,7450.75302652,6087.33333333,136.289993286,9502.0,6933.3500466,3785.0,136.289993286,ADM3,241,241,BOL,BOL-ADM3-33444609B92881157,Villa Vaca Guzmán,ADM3
242,4667.16666667,3613.20619561,2657.625,28.6199989319,4496.16666667,3511.22081357,2693.57142857,28.6199989319,4498.0,3488.50089755,2117.0,28.6199989319,4734.36363636,3636.08513049,2319.0,28.6199989319,4187.58333333,3185.10214618,1829.0,28.6199989319,4759.08333333,3799.75843309,2476.0,28.6199989319,4901.25,4070.39114158,2330.2,28.6199989319,5289.0,3115.42632096,1528.0,28.6199989319,6282.33333333,4644.20661873,302.0,28.6199989319,ADM3,242,242,BOL,BOL-ADM3-33444609B42689736,Batallas,ADM3
243,7801.91666667,6921.95439484,4866.58333333,60.1000022888,7702.08333333,6879.81922637,4605.33333333,60.1000022888,7742.09090909,6893.53050289,4670.75,60.1000022888,7700.81818182,6865.87790073,4499.25,60.1000022888,7867.25,6938.34052271,4516.33333333,60.1000022888,7735.58333333,6669.96220424,4356.33333333,60.1000022888,7234.90909091,6174.33972837,4615.36363636,60.1000022888,8306.6,6405.78138551,4386.42857143,60.1000022888,9891.0,6196.05126555,2379.66666667,60.1000022888,ADM3,243,243,BOL,BOL-ADM3-33444609B75760336,Padilla,ADM3
244,5591.33333333,4366.61911661,3120.16666667,44.5900001526,5844.5,4492.33922838,3466.0,44.5900001526,5433.41666667,4250.8898371,3098.58333333,44.5900001526,5769.91666667,4492.94144623,3338.83333333,44.5900001526,5265.33333333,4266.07865322,2875.41666667,44.5900001526,5446.41666667,4378.16344037,2693.08333333,44.5900001526,5523.58333333,4482.23316697,3118.75,44.5900001526,6708.83333333,4415.2570055,1909.5,44.5900001526,8893.0,6189.0899338,3616.0,44.5900001526,ADM3,244,244,BOL,BOL-ADM3-33444609B69980236,Mojocoya,ADM3
245,7276.58333333,6430.16651962,4952.41666667,24.9599990845,7365.08333333,6580.49949771,5286.41666667,24.9599990845,7370.25,6397.35137799,4980.16666667,24.9599990845,7344.33333333,6513.63365784,5192.25,24.9599990845,7499.08333333,6452.6779586,4961.58333333,24.9599990845,7361.16666667,6256.03943115,4323.75,24.9599990845,7135.90909091,6212.59350292,4322.75,24.9599990845,7899.75,6282.55956385,3416.42857143,24.9599990845,8656.5,7184.64799284,3967.0,24.9599990845,ADM3,245,245,BOL,BOL-ADM3-33444609B51772236,Pucará,ADM3
246,7910.5,6177.97749577,3120.16666667,62.030002594,7979.33333333,6294.30873837,3466.0,62.030002594,7843.75,6093.82799593,3098.58333333,62.030002594,7848.91666667,6263.68802236,3523.58333333,62.030002594,7889.83333333,6158.64970569,3014.16666667,62.030002594,7717.66666667,5974.01933567,2693.08333333,62.030002594,7605.25,5778.35226475,3548.0,62.030002594,8336.5,5806.84834994,1909.5,62.030002594,9166.0,5868.12058303,3183.5,61.8500022888,ADM3,246,246,BOL,BOL-ADM3-33444609B69127220,Villa Serrano,ADM3
247,7643.91666667,6384.65613385,4945.41666667,280.649993896,7134.5,5695.55158029,4515.0,280.649993896,7497.18181818,5903.27915475,4776.83333333,280.649993896,7468.09090909,5919.29415307,4867.25,280.649993896,7322.75,5746.82296035,4466.41666667,280.649993896,7468.91666667,6199.71942999,4900.83333333,280.649993896,7251.0,6188.49835391,4895.91666667,280.649993896,8459.0,6927.01089235,4769.66666667,280.649993896,9823.0,6273.07404763,4240.5,280.649993896,ADM3,247,247,BOL,BOL-ADM3-33444609B12353677,Macharetí,ADM3
248,6773.0,6243.09113494,5330.25,58.4599990845,6795.33333333,5678.07492443,4750.91666667,58.4599990845,6919.5,5785.15626418,5081.91666667,58.4599990845,7065.72727273,5913.48372074,4771.41666667,58.4599990845,6357.58333333,5330.13477108,4550.91666667,58.4599990845,7055.08333333,6115.79231512,5303.25,58.4599990845,6463.83333333,5784.51083666,4895.91666667,58.4599990845,8106.0,6470.81851905,4516.6,58.4599990845,8132.66666667,6211.54179047,4551.33333333,58.4599990845,ADM3,248,248,BOL,BOL-ADM3-33444609B47604355,Boyuibe,ADM3
249,6923.0,6075.05671586,4945.41666667,32.1399993896,6904.66666667,5726.21941032,4515.0,32.1399993896,6994.72727273,5859.87491802,4782.54545455,32.1399993896,6957.36363636,6023.550428,4771.41666667,32.1399993896,6825.83333333,5768.86839564,4534.83333333,32.1399993896,6838.58333333,6119.69705285,5212.0,32.1399993896,6663.54545455,5848.06192526,4895.91666667,32.1399993896,7963.2,6383.84587558,4263.66666667,32.1399993896,8492.0,6349.85773046,3817.66666667,32.1399993896,ADM3,249,249,BOL,BOL-ADM3-33444609B96934473,Cuevo,ADM3
250,7151.75,6470.3311276,5585.0,36.5900001526,7082.25,6345.33358831,5653.33333333,36.5900001526,7135.75,6255.04967332,5277.66666667,36.5900001526,7012.27272727,6387.38682222,5381.66666667,36.5900001526,6872.66666667,6091.47939133,4943.0,36.5900001526,7246.91666667,6237.13961296,5203.36363636,36.5900001526,7036.41666667,6116.37204501,5240.41666667,36.5900001526,8321.25,7104.24222109,5946.33333333,36.5900001526,8126.0,6343.35632925,5180.0,36.5900001526,ADM3,250,250,BOL,BOL-ADM3-33444609B99493244,Camiri,ADM3
251,8226.33333333,6985.74963773,3313.0,246.550003052,8113.5,7026.38526055,3418.36363636,246.550003052,7993.0,6647.29853395,3059.90909091,246.550003052,7955.0,6620.6834914,3094.11111111,246.550003052,8195.77777778,6836.41236434,3020.36363636,246.550003052,8094.0,6584.68523528,3270.0,246.550003052,8303.0,6611.51017452,3346.125,246.550003052,8828.5,6078.09143109,0.0,238.670013428,9866.0,6620.36689587,0.0,163.050018311,ADM3,251,251,BOL,BOL-ADM3-33444609B83608870,Cocapata,ADM3
252,8004.75,7024.49965943,5319.75,115.099998474,7982.33333333,7126.33951318,5645.58333333,115.099998474,7991.16666667,7123.26457321,5357.83333333,115.099998474,7973.54545455,7084.96886059,4997.91666667,115.099998474,8028.25,7108.81993711,5317.08333333,115.099998474,7914.0,6975.29634712,5273.36363636,115.099998474,7851.54545455,6887.88930236,5008.41666667,115.099998474,8359.4,6836.90770193,4823.0,115.099998474,9167.0,5563.87598263,38.0,115.099998474,ADM3,252,252,BOL,BOL-ADM3-33444609B53201147,Vallegrande,ADM3
253,7486.75,6508.00257524,5481.75,102.790000916,7632.91666667,6429.52921157,5238.90909091,102.790000916,7557.41666667,6589.39912681,5312.9,102.790000916,7739.54545455,6725.04837263,5545.9,102.790000916,7593.25,6447.71558801,5391.16666667,102.790000916,7565.5,6703.65783371,5820.58333333,102.790000916,7571.45454545,6463.40868274,5281.91666667,102.790000916,8518.5,7178.14580961,4709.8,102.790000916,9167.0,6914.68708717,4503.0,102.790000916,ADM3,253,253,BOL,BOL-ADM3-33444609B32904525,Gutiérrez,ADM3
254,5234.0,3861.58287445,2621.58333333,61.3299980164,5375.25,3903.26262238,2679.41666667,61.3299980164,5029.75,3889.92300451,2789.25,61.3299980164,5831.58333333,4281.31036339,2769.16666667,61.3299980164,4964.91666667,3762.83595488,2708.83333333,61.3299980164,5086.66666667,3801.34171848,2664.25,61.3299980164,5262.58333333,3908.5020623,2815.66666667,61.3299980164,6801.85714286,4172.18890378,2085.71428571,61.3299980164,8944.0,5493.02906872,1658.0,61.3299980164,ADM3,254,254,BOL,BOL-ADM3-33444609B61390228,Sucre,ADM3
255,6066.66666667,4822.32454264,3547.91666667,48.6900024414,6020.75,4960.02150285,3518.75,48.6900024414,5626.08333333,4824.05000609,3650.16666667,48.6900024414,5982.83333333,5103.99118863,4007.18181818,48.6900024414,5673.41666667,4784.72319964,3620.25,48.6900024414,6250.91666667,4978.7585454,3612.0,48.6900024414,5610.66666667,4920.85419201,3844.66666667,48.6900024414,6785.25,5149.58661599,3338.42857143,48.6900024414,8944.0,5783.01717188,2453.0,48.6900024414,ADM3,255,255,BOL,BOL-ADM3-33444609B90222474,Presto,ADM3
256,8004.75,7494.64805042,6601.08333333,40.6700019836,7962.66666667,7558.31470037,6612.0,40.6700019836,7942.72727273,7549.92112628,6449.09090909,40.6700019836,7990.90909091,7534.67649526,6598.5,40.6700019836,8095.63636364,7630.9826166,6552.90909091,40.6700019836,7936.75,7498.06490373,6491.66666667,40.6700019836,7914.08333333,7247.56992305,5839.16666667,40.6700019836,8459.66666667,7024.07890409,5742.5,40.6700019836,8314.0,5928.21482191,38.0,40.6700019836,ADM3,256,256,BOL,BOL-ADM3-33444609B25796587,Postrervalle,ADM3
257,6485.91666667,5952.24274945,5535.81818182,14.8200006485,6810.18181818,6183.66669747,5707.33333333,14.8200006485,6807.08333333,6105.45642435,5600.66666667,14.8200006485,6773.16666667,6126.70774765,5334.88888889,14.8200006485,6434.0,5975.14380177,5317.08333333,14.8200006485,6543.91666667,5727.68969488,5273.36363636,14.8200006485,6607.41666667,5953.24230424,5308.41666667,14.8200006485,7468.28571429,5882.33451534,4823.0,14.8200006485,7432.0,4453.70958347,2994.5,14.8200006485,ADM3,257,257,BOL,BOL-ADM3-33444609B52561385,Trigal,ADM3
258,7165.75,6751.81065426,6017.41666667,10.8699998856,7211.0,6689.1442251,6005.2,10.8699998856,7252.18181818,6820.38995562,6173.75,10.8699998856,7350.58333333,6769.57838744,6152.83333333,10.8699998856,7086.33333333,6664.44139279,5989.45454545,10.8699998856,7071.83333333,6597.771369,5977.66666667,10.8699998856,6831.3,6299.83522825,5839.16666667,10.8699998856,7215.5,6410.60982881,5856.0,10.8699998856,7077.0,4379.60157537,38.0,10.8699998856,ADM3,258,258,BOL,BOL-ADM3-33444609B67865308,Quirusillas,ADM3
