asdf_id,esa_landcover.2012.categorical_grassland,esa_landcover.2012.categorical_count,esa_landcover.2012.categorical_sparse_vegetation,esa_landcover.2012.categorical_bare_areas,esa_landcover.2012.categorical_shrubland,esa_landcover.2012.categorical_no_data,esa_landcover.2012.categorical_rainfed_cropland,esa_landcover.2012.categorical_water_bodies,esa_landcover.2012.categorical_forest,esa_landcover.2012.categorical_wetland,esa_landcover.2012.categorical_mosaic_cropland,esa_landcover.2012.categorical_irrigated_cropland,esa_landcover.2012.categorical_snow_ice,esa_landcover.2012.categorical_urban,esa_landcover.2012.count,esa_landcover.2013.categorical_grassland,esa_landcover.2013.categorical_count,esa_landcover.2013.categorical_sparse_vegetation,esa_landcover.2013.categorical_bare_areas,esa_landcover.2013.categorical_shrubland,esa_landcover.2013.categorical_no_data,esa_landcover.2013.categorical_rainfed_cropland,esa_landcover.2013.categorical_water_bodies,esa_landcover.2013.categorical_forest,esa_landcover.2013.categorical_wetland,esa_landcover.2013.categorical_mosaic_cropland,esa_landcover.2013.categorical_irrigated_cropland,esa_landcover.2013.categorical_snow_ice,esa_landcover.2013.categorical_urban,esa_landcover.2013.count,esa_landcover.2014.categorical_grassland,esa_landcover.2014.categorical_count,esa_landcover.2014.categorical_sparse_vegetation,esa_landcover.2014.categorical_bare_areas,esa_landcover.2014.categorical_shrubland,esa_landcover.2014.categorical_no_data,esa_landcover.2014.categorical_rainfed_cropland,esa_landcover.2014.categorical_water_bodies,esa_landcover.2014.categorical_forest,esa_landcover.2014.categorical_wetland,esa_landcover.2014.categorical_mosaic_cropland,esa_landcover.2014.categorical_irrigated_cropland,esa_landcover.2014.categorical_snow_ice,esa_landcover.2014.categorical_urban,esa_landcover.2014.count,esa_landcover.2015.categorical_grassland,esa_landcover.2015.categorical_count,esa_landcover.2015.categorical_sparse_vegetation,esa_landcover.2015.categorical_bare_areas,esa_landcover.2015.categorical_shrubland,esa_landcover.2015.categorical_no_data,esa_landcover.2015.categorical_rainfed_cropland,esa_landcover.2015.categorical_water_bodies,esa_landcover.2015.categorical_forest,esa_landcover.2015.categorical_wetland,esa_landcover.2015.categorical_mosaic_cropland,esa_landcover.2015.categorical_irrigated_cropland,esa_landcover.2015.categorical_snow_ice,esa_landcover.2015.categorical_urban,esa_landcover.2015.count,esa_landcover.2016.categorical_grassland,esa_landcover.2016.categorical_count,esa_landcover.2016.categorical_sparse_vegetation,esa_landcover.2016.categorical_bare_areas,esa_landcover.2016.categorical_shrubland,esa_landcover.2016.categorical_no_data,esa_landcover.2016.categorical_rainfed_cropland,esa_landcover.2016.categorical_water_bodies,esa_landcover.2016.categorical_forest,esa_landcover.2016.categorical_wetland,esa_landcover.2016.categorical_mosaic_cropland,esa_landcover.2016.categorical_irrigated_cropland,esa_landcover.2016.categorical_snow_ice,esa_landcover.2016.categorical_urban,esa_landcover.2016.count,Level,gqid,id,shapeGroup,shapeID,shapeName,shapeType
82,15,320,0,0,4,0,11,0,2,0,4,0,0,284,326.920013428,15,320,0,0,4,0,11,0,2,0,4,0,0,284,326.920013428,15,320,0,0,4,0,11,0,2,0,4,0,0,284,326.920013428,15,320,0,0,4,0,11,0,2,0,4,0,0,284,326.920013428,15,320,0,0,4,0,11,0,2,0,4,0,0,284,326.920013428,ADM3,82,82,BOL,BOL-ADM3-33444609B86021401,Colcapirhua,ADM3
83,4193,5567,227,80,378,0,85,0,159,0,29,0,0,416,5605.14013672,4178,5567,224,72,391,0,85,0,159,0,29,0,0,429,5605.14013672,4175,5567,224,72,391,0,85,0,159,0,29,0,0,432,5605.14013672,4174,5567,224,72,391,0,85,0,159,0,29,0,0,433,5605.14013672,4157,5567,236,72,392,0,85,0,159,0,33,0,0,433,5605.14013672,ADM3,83,83,BOL,BOL-ADM3-33444609B57513939,Sipesipe,ADM3
84,1183,2372,1,1,475,0,112,0,227,0,67,0,0,306,2383.25,1181,2372,1,1,475,0,108,0,227,0,67,0,0,312,2383.25,1180,2372,1,1,475,0,107,0,227,0,67,0,0,314,2383.25,1180,2372,1,1,475,0,107,0,227,0,67,0,0,314,2383.25,1168,2372,1,1,487,0,107,0,229,0,65,0,0,314,2383.25,ADM3,84,84,BOL,BOL-ADM3-33444609B63544582,Vinto,ADM3
85,2087,3746,465,290,524,0,117,0,151,6,87,0,0,19,3759.55004883,2095,3746,457,290,524,0,117,0,151,6,87,0,0,19,3759.55004883,2104,3746,448,289,524,0,117,0,151,6,87,0,0,20,3759.55004883,2104,3746,448,288,524,0,117,0,151,6,87,0,0,21,3759.55004883,2094,3746,458,288,524,0,117,0,151,6,87,0,0,21,3759.55004883,ADM3,85,85,BOL,BOL-ADM3-33444609B91378627,Tarata,ADM3
86,6059,23563,71,20,635,0,1342,3,15103,45,285,0,0,0,23625.5097656,6054,23563,71,20,640,0,1342,3,15103,45,285,0,0,0,23625.5097656,6054,23563,71,20,640,0,1342,3,15103,45,285,0,0,0,23625.5097656,6054,23563,71,20,640,0,1342,3,15103,45,285,0,0,0,23625.5097656,6056,23563,71,20,643,0,1346,3,15092,47,285,0,0,0,23625.5097656,ADM3,86,86,BOL,BOL-ADM3-33444609B10790515,Totora,ADM3
87,1083,30140,2,0,15,0,3553,0,24701,18,767,0,0,1,30227.3188477,1083,30140,2,0,15,0,3553,0,24701,18,767,0,0,1,30227.3188477,1069,30140,2,0,15,0,3547,0,24721,18,767,0,0,1,30227.3188477,1069,30140,2,0,15,0,3547,0,24721,18,767,0,0,1,30227.3188477,1069,30140,2,0,15,0,3547,0,24721,18,767,0,0,1,30227.3188477,ADM3,87,87,BOL,BOL-ADM3-33444609B62366677,Buena Vista,ADM3
88,2757,13412,12,10,55,0,6216,3,2586,9,1755,0,0,9,13461.5,2757,13412,12,10,55,0,6216,3,2586,9,1755,0,0,9,13461.5,2756,13412,12,10,55,0,6215,3,2588,9,1755,0,0,9,13461.5,2756,13412,12,10,55,0,6214,3,2588,9,1755,0,0,10,13461.5,2756,13412,12,10,55,0,6214,3,2587,9,1756,0,0,10,13461.5,ADM3,88,88,BOL,BOL-ADM3-33444609B65201053,San Carlos,ADM3
89,7638,152235,0,0,934,0,1134,2116,108194,23361,8832,0,0,26,152385.328125,7611,152235,0,0,933,0,1134,2116,108216,23371,8828,0,0,26,152385.328125,7633,152235,0,0,942,0,1153,2116,108141,23371,8853,0,0,26,152385.328125,7633,152235,0,0,942,0,1153,2116,108141,23371,8853,0,0,26,152385.328125,7576,152235,0,0,862,0,1025,2116,109963,22589,8078,0,0,26,152385.328125,ADM3,89,89,BOL,BOL-ADM3-33444609B24515942,Magdalena,ADM3
90,2392,12240,13,21,53,0,6583,0,1288,0,1869,0,0,21,12272.8701172,2392,12240,13,21,53,0,6583,0,1288,0,1869,0,0,21,12272.8701172,2392,12240,13,21,53,0,6582,0,1288,0,1869,0,0,22,12272.8701172,2392,12240,13,21,53,0,6582,0,1288,0,1869,0,0,22,12272.8701172,2392,12240,13,21,53,0,6582,0,1288,0,1869,0,0,22,12272.8701172,ADM3,90,90,BOL,BOL-ADM3-33444609B38843317,Portachuelo,ADM3
91,261,28623,13359,13702,1043,0,0,258,0,0,0,0,0,0,28679.6392822,260,28623,13347,13715,1043,0,0,258,0,0,0,0,0,0,28679.6392822,260,28623,13347,13715,1043,0,0,258,0,0,0,0,0,0,28679.6392822,260,28623,13347,13715,1043,0,0,258,0,0,0,0,0,0,28679.6392822,251,28623,13368,13703,1043,0,0,258,0,0,0,0,0,0,28679.6392822,ADM3,91,91,BOL,BOL-ADM3-33444609B37744367,San Antonio de Esmoruco,ADM3
92,4288,9341,740,324,2161,0,1340,0,271,0,217,0,0,0,9378.51953125,4284,9341,740,324,2153,0,1340,0,283,0,217,0,0,0,9378.51953125,4283,9341,738,324,2152,0,1343,0,284,0,217,0,0,0,9378.51953125,4283,9341,738,324,2152,0,1343,0,284,0,217,0,0,0,9378.51953125,4280,9341,738,324,2131,0,1342,0,310,0,216,0,0,0,9378.51953125,ADM3,92,92,BOL,BOL-ADM3-33444609B1106358,Uriondo,ADM3
93,20,4523,3492,257,753,0,0,0,0,1,0,0,0,0,4548.52001953,20,4523,3492,257,753,0,0,0,0,1,0,0,0,0,4548.52001953,20,4523,3492,257,753,0,0,0,0,1,0,0,0,0,4548.52001953,20,4523,3492,257,753,0,0,0,0,1,0,0,0,0,4548.52001953,20,4523,3492,257,753,0,0,0,0,1,0,0,0,0,4548.52001953,ADM3,93,93,BOL,BOL-ADM3-33444609B85745690,Mojinete,ADM3
94,519,44333,16,3,8441,0,2348,57,29073,32,3753,0,0,91,44482.9013672,519,44333,16,3,8444,0,2345,57,29071,32,3752,0,0,94,44482.9013672,552,44333,16,3,8536,0,2339,57,28915,32,3785,0,0,98,44482.9013672,552,44333,16,3,8536,0,2336,57,28915,32,3784,0,0,102,44482.9013672,552,44333,16,3,8483,0,2332,57,28972,32,3784,0,0,102,44482.9013672,ADM3,94,94,BOL,BOL-ADM3-33444609B87243497,Yacuiba,ADM3
95,4743,20901,8407,4696,2470,0,226,140,62,6,151,0,0,0,20948.3007812,4743,20901,8407,4696,2470,0,226,140,62,6,151,0,0,0,20948.3007812,4723,20901,8427,4696,2470,0,226,140,62,6,151,0,0,0,20948.3007812,4723,20901,8427,4696,2470,0,226,140,62,6,151,0,0,0,20948.3007812,4528,20901,8607,4710,2467,0,227,140,65,6,151,0,0,0,20948.3007812,ADM3,95,95,BOL,BOL-ADM3-33444609B234644,Yunchará,ADM3
96,379,33180,0,0,1663,0,240,0,30261,0,621,0,0,16,33249.9501953,379,33180,0,0,1669,0,240,0,30255,0,621,0,0,16,33249.9501953,380,33180,0,0,1824,0,238,0,30082,0,637,0,0,19,33249.9501953,380,33180,0,0,1824,0,238,0,30082,0,637,0,0,19,33249.9501953,380,33180,0,0,1819,0,238,0,30090,0,634,0,0,19,33249.9501953,ADM3,96,96,BOL,BOL-ADM3-33444609B75965900,Caraparí,ADM3
97,8550,22288,1603,47,7085,0,1237,0,3597,1,162,0,0,6,22364.5,8542,22288,1603,47,7072,0,1239,0,3616,1,162,0,0,6,22364.5,8523,22288,1603,47,7023,0,1242,0,3681,1,162,0,0,6,22364.5,8523,22288,1603,47,7023,0,1242,0,3681,1,162,0,0,6,22364.5,8500,22288,1624,47,7011,0,1242,0,3696,1,161,0,0,6,22364.5,ADM3,97,97,BOL,BOL-ADM3-33444609B88496650,San Lorenzo,ADM3
98,3577,23273,11315,1200,6808,0,221,9,31,0,105,0,0,7,23342.25,3577,23273,11315,1200,6808,0,221,9,31,0,105,0,0,7,23342.25,3572,23273,11319,1201,6808,0,221,9,31,0,105,0,0,7,23342.25,3572,23273,11319,1200,6808,0,221,9,31,0,105,0,0,8,23342.25,3526,23273,11365,1200,6806,0,221,9,33,0,105,0,0,8,23342.25,ADM3,98,98,BOL,BOL-ADM3-33444609B59853279,El Puente,ADM3
99,6860,13091,280,461,1266,0,491,0,3568,0,123,0,0,42,13123.4599609,6856,13091,277,461,1264,0,497,0,3570,0,124,0,0,42,13123.4599609,6860,13091,273,461,1264,0,497,0,3570,0,124,0,0,42,13123.4599609,6860,13091,273,461,1264,0,497,0,3570,0,124,0,0,42,13123.4599609,6849,13091,283,462,1264,0,497,0,3570,0,124,0,0,42,13123.4599609,ADM3,99,99,BOL,BOL-ADM3-33444609B34120572,Toro Toro,ADM3
100,789,26485,13350,11102,1185,0,7,0,3,4,21,0,8,16,26543.5303955,789,26485,13348,11104,1185,0,7,0,3,4,21,0,8,16,26543.5303955,789,26485,13372,11080,1185,0,7,0,3,4,21,0,8,16,26543.5303955,789,26485,13372,11080,1185,0,7,0,3,4,21,0,8,16,26543.5303955,789,26485,13368,11084,1185,0,7,0,3,4,21,0,8,16,26543.5303955,ADM3,100,100,BOL,BOL-ADM3-33444609B63002823,San Agustín,ADM3
101,9051,23331,763,436,5122,0,2543,42,4547,19,427,0,0,381,23399.1700287,9032,23331,756,445,5107,0,2549,42,4568,19,427,0,0,386,23399.1700287,9014,23331,755,440,5078,0,2559,42,4597,19,428,0,0,399,23399.1700287,9014,23331,755,437,5078,0,2558,42,4597,19,428,0,0,403,23399.1700287,9006,23331,757,437,5063,0,2559,42,4617,19,428,0,0,403,23399.1700287,ADM3,101,101,BOL,BOL-ADM3-33444609B48940768,Tarija,ADM3
102,72,14630,4299,8691,1562,0,2,2,0,2,0,0,0,0,14737.3900375,72,14630,4299,8691,1562,0,2,2,0,2,0,0,0,0,14737.3900375,82,14630,4299,8681,1562,0,2,2,0,2,0,0,0,0,14737.3900375,82,14630,4299,8681,1562,0,2,2,0,2,0,0,0,0,14737.3900375,85,14630,4299,8678,1562,0,2,2,0,2,0,0,0,0,14737.3900375,ADM3,102,102,BOL,BOL-ADM3-33444609B83584775,Tahua,ADM3
103,481,150490,23104,112829,10610,0,37,1371,306,131,52,0,1564,5,150643.689453,483,150490,23073,112858,10610,0,37,1371,306,131,52,0,1564,5,150643.689453,520,150490,23081,112812,10610,0,37,1371,307,131,52,0,1564,5,150643.689453,520,150490,23081,112812,10610,0,37,1371,307,131,52,0,1564,5,150643.689453,518,150490,23126,112769,10610,0,37,1371,307,131,52,0,1564,5,150643.689453,ADM3,103,103,BOL,BOL-ADM3-33444609B12022744,San Pablo,ADM3
104,582,10228,5075,94,4308,0,39,0,125,0,5,0,0,0,10255.1396484,582,10228,5075,94,4308,0,39,0,125,0,5,0,0,0,10255.1396484,574,10228,5083,94,4308,0,39,0,125,0,5,0,0,0,10255.1396484,574,10228,5083,94,4308,0,39,0,125,0,5,0,0,0,10255.1396484,545,10228,5112,94,4308,0,39,0,125,0,5,0,0,0,10255.1396484,ADM3,104,104,BOL,BOL-ADM3-33444609B6650687,Las Carreras,ADM3
105,706,7441,3738,114,2689,0,23,0,168,0,2,0,0,1,7468.72949219,706,7441,3738,114,2689,0,23,0,168,0,2,0,0,1,7468.72949219,683,7441,3760,115,2689,0,23,0,168,0,2,0,0,1,7468.72949219,683,7441,3760,115,2689,0,23,0,168,0,2,0,0,1,7468.72949219,586,7441,3857,115,2689,0,23,0,168,0,2,0,0,1,7468.72949219,ADM3,105,105,BOL,BOL-ADM3-33444609B72563416,Villa Abecia,ADM3
106,4224,8133,10,0,1191,0,176,5,2034,34,453,0,0,6,8150.79980469,4189,8133,10,0,1222,0,178,5,2034,34,455,0,0,6,8150.79980469,4189,8133,10,0,1222,0,178,5,2034,34,455,0,0,6,8150.79980469,4189,8133,10,0,1222,0,178,5,2034,34,455,0,0,6,8150.79980469,4189,8133,10,0,1222,0,178,5,2034,34,455,0,0,6,8150.79980469,ADM3,106,106,BOL,BOL-ADM3-33444609B32136747,Morochata,ADM3
107,99,2528,1014,1336,79,0,0,0,0,0,0,0,0,0,2548.87988281,99,2528,1014,1336,79,0,0,0,0,0,0,0,0,0,2548.87988281,99,2528,1014,1336,79,0,0,0,0,0,0,0,0,0,2548.87988281,99,2528,1014,1336,79,0,0,0,0,0,0,0,0,0,2548.87988281,99,2528,1014,1336,79,0,0,0,0,0,0,0,0,0,2548.87988281,ADM3,107,107,BOL,BOL-ADM3-33444609B11014199,Carangas,ADM3
108,6,2002,133,1794,69,0,0,0,0,0,0,0,0,0,2016.85998535,6,2002,133,1794,69,0,0,0,0,0,0,0,0,0,2016.85998535,6,2002,133,1794,69,0,0,0,0,0,0,0,0,0,2016.85998535,6,2002,133,1794,69,0,0,0,0,0,0,0,0,0,2016.85998535,0,2002,136,1797,69,0,0,0,0,0,0,0,0,0,2016.85998535,ADM3,108,108,BOL,BOL-ADM3-33444609B29831186,Yunguyo del Litoral,ADM3
109,54,5889,503,5269,60,0,0,0,0,2,1,0,0,0,5903.02978516,54,5889,503,5269,60,0,0,0,0,2,1,0,0,0,5903.02978516,54,5889,503,5269,60,0,0,0,0,2,1,0,0,0,5903.02978516,54,5889,503,5269,60,0,0,0,0,2,1,0,0,0,5903.02978516,54,5889,503,5269,60,0,0,0,0,2,1,0,0,0,5903.02978516,ADM3,109,109,BOL,BOL-ADM3-33444609B64125054,Cruz de Machacamarca,ADM3
110,1922,3097,1021,9,139,0,0,0,6,0,0,0,0,0,3120.38012695,1850,3097,1093,9,139,0,0,0,6,0,0,0,0,0,3120.38012695,1839,3097,1103,9,139,0,0,0,6,0,0,0,0,1,3120.38012695,1839,3097,1103,9,139,0,0,0,6,0,0,0,0,1,3120.38012695,1836,3097,1106,9,139,0,0,0,6,0,0,0,0,1,3120.38012695,ADM3,110,110,BOL,BOL-ADM3-33444609B44425060,Antequera,ADM3
111,63,200,5,109,0,0,2,8,0,0,13,0,0,0,206.939987183,63,200,5,109,0,0,2,8,0,0,13,0,0,0,206.939987183,63,200,5,109,0,0,2,8,0,0,13,0,0,0,206.939987183,63,200,5,109,0,0,2,8,0,0,13,0,0,0,206.939987183,62,200,5,105,0,0,7,8,0,0,13,0,0,0,206.939987183,ADM3,111,111,BOL,BOL-ADM3-33444609B30420791,Nazacara de Pacajes,ADM3
112,8430,17040,3778,4133,447,0,76,33,0,0,142,0,0,1,17106.5410156,8430,17040,3778,4133,447,0,76,33,0,0,142,0,0,1,17106.5410156,8462,17040,3755,4124,447,0,76,33,0,0,142,0,0,1,17106.5410156,8462,17040,3755,4124,447,0,76,33,0,0,142,0,0,1,17106.5410156,8468,17040,3766,4107,447,0,76,33,0,0,142,0,0,1,17106.5410156,ADM3,112,112,BOL,BOL-ADM3-33444609B25496031,Caquiaviri,ADM3
113,280,11885,471,11108,26,0,0,0,0,0,0,0,0,0,11919.9707031,280,11885,471,11108,26,0,0,0,0,0,0,0,0,0,11919.9707031,280,11885,471,11108,26,0,0,0,0,0,0,0,0,0,11919.9707031,280,11885,471,11108,26,0,0,0,0,0,0,0,0,0,11919.9707031,275,11885,473,11111,26,0,0,0,0,0,0,0,0,0,11919.9707031,ADM3,113,113,BOL,BOL-ADM3-33444609B78062899,Belén de Andamarca,ADM3
114,2114,36201,5976,26163,1406,0,21,130,379,0,12,0,0,0,36271.6896384,2110,36201,5934,26209,1406,0,21,130,379,0,12,0,0,0,36271.6896384,2110,36201,5934,26209,1406,0,21,130,379,0,12,0,0,0,36271.6896384,2110,36201,5934,26209,1406,0,21,130,379,0,12,0,0,0,36271.6896384,2075,36201,5946,26232,1406,0,21,130,379,0,12,0,0,0,36271.6896384,ADM3,114,114,BOL,BOL-ADM3-33444609B19215102,Corque,ADM3
115,2322,18126,9115,911,5760,0,3,0,15,0,0,0,0,0,18184.4082031,2320,18126,9113,911,5764,0,3,0,15,0,0,0,0,0,18184.4082031,2319,18126,9114,911,5764,0,3,0,15,0,0,0,0,0,18184.4082031,2319,18126,9114,911,5764,0,3,0,15,0,0,0,0,0,18184.4082031,2111,18126,9322,911,5764,0,3,0,15,0,0,0,0,0,18184.4082031,ADM3,115,115,BOL,BOL-ADM3-33444609B29766009,Vitiche,ADM3
116,1438,4961,1264,128,1887,0,2,0,187,13,15,0,0,27,4990.25,1467,4961,1244,119,1887,0,2,0,187,13,15,0,0,27,4990.25,1460,4961,1246,119,1886,0,2,0,187,13,15,0,0,33,4990.25,1460,4961,1246,119,1886,0,2,0,187,13,15,0,0,33,4990.25,1448,4961,1240,119,1904,0,2,0,187,13,15,0,0,33,4990.25,ADM3,116,116,BOL,BOL-ADM3-33444609B50583695,Luribay,ADM3
117,686,3614,875,1372,493,0,1,31,15,34,28,0,0,79,3627.30981445,686,3614,875,1367,493,0,1,31,15,34,28,0,0,84,3627.30981445,651,3614,909,1362,493,0,1,31,15,34,28,0,0,90,3627.30981445,651,3614,908,1359,493,0,1,31,15,34,28,0,0,94,3627.30981445,644,3614,915,1359,493,0,1,31,15,34,28,0,0,94,3627.30981445,ADM3,117,117,BOL,BOL-ADM3-33444609B61739549,Machacamarca,ADM3
118,2402,4268,588,109,931,0,63,0,163,0,10,0,0,2,4295.47998047,2375,4268,591,109,954,0,63,0,163,0,10,0,0,3,4295.47998047,2375,4268,591,107,954,0,63,0,163,0,10,0,0,5,4295.47998047,2375,4268,591,106,953,0,63,0,163,0,10,0,0,7,4295.47998047,2355,4268,611,106,953,0,63,0,163,0,10,0,0,7,4295.47998047,ADM3,118,118,BOL,BOL-ADM3-33444609B79352083,Arampampa,ADM3
119,1016,2162,779,176,63,0,83,0,13,0,32,0,0,0,2183.58007812,1016,2162,779,176,63,0,83,0,13,0,32,0,0,0,2183.58007812,1046,2162,749,176,63,0,83,0,13,0,32,0,0,0,2183.58007812,1046,2162,749,176,63,0,83,0,13,0,32,0,0,0,2183.58007812,1045,2162,749,176,63,0,84,0,13,0,32,0,0,0,2183.58007812,ADM3,119,119,BOL,BOL-ADM3-33444609B67664908,Sacabamba,ADM3
120,4017,7388,1120,218,1264,0,463,0,250,0,49,0,0,7,7428.63037109,4036,7388,1103,216,1264,0,463,0,250,0,49,0,0,7,7428.63037109,4142,7388,1003,210,1263,0,463,0,250,0,49,0,0,8,7428.63037109,4141,7388,1003,210,1263,0,463,0,250,0,49,0,0,9,7428.63037109,4125,7388,1019,210,1263,0,463,0,250,0,49,0,0,9,7428.63037109,ADM3,120,120,BOL,BOL-ADM3-33444609B24659770,Anzaldo,ADM3
121,350,683,16,207,2,0,61,0,0,0,46,0,0,1,692.33001709,350,683,16,207,2,0,61,0,0,0,46,0,0,1,692.33001709,350,683,16,207,2,0,61,0,0,0,46,0,0,1,692.33001709,350,683,16,207,2,0,61,0,0,0,46,0,0,1,692.33001709,350,683,16,207,2,0,61,0,0,0,46,0,0,1,692.33001709,ADM3,121,121,BOL,BOL-ADM3-33444609B17865743,Toco,ADM3
122,620,802,86,0,6,0,83,0,0,0,7,0,0,0,811.519958496,620,802,86,0,6,0,83,0,0,0,7,0,0,0,811.519958496,620,802,86,0,6,0,83,0,0,0,7,0,0,0,811.519958496,620,802,86,0,6,0,83,0,0,0,7,0,0,0,811.519958496,620,802,86,0,6,0,83,0,0,0,7,0,0,0,811.519958496,ADM3,122,122,BOL,BOL-ADM3-33444609B84509711,Villa Gualberto Villarroel,ADM3
123,183,222,0,17,2,0,19,0,0,0,1,0,0,0,225.61000061,183,222,0,17,2,0,19,0,0,0,1,0,0,0,225.61000061,183,222,0,17,2,0,19,0,0,0,1,0,0,0,225.61000061,183,222,0,17,2,0,19,0,0,0,1,0,0,0,225.61000061,183,222,0,17,2,0,19,0,0,0,1,0,0,0,225.61000061,ADM3,123,123,BOL,BOL-ADM3-33444609B63808862,Tacachi,ADM3
124,224,615,0,342,0,0,8,0,0,0,25,0,0,16,623.229980469,224,615,0,342,0,0,8,0,0,0,25,0,0,16,623.229980469,223,615,0,342,0,0,7,0,0,0,25,0,0,18,623.229980469,222,615,0,341,0,0,7,0,0,0,25,0,0,20,623.229980469,222,615,0,341,0,0,7,0,0,0,25,0,0,20,623.229980469,ADM3,124,124,BOL,BOL-ADM3-33444609B45712919,Cliza,ADM3
125,1861,6484,2745,243,1282,0,72,0,280,0,1,0,0,0,6514.62988281,1861,6484,2745,243,1282,0,72,0,280,0,1,0,0,0,6514.62988281,2018,6484,2669,162,1282,0,72,0,280,0,1,0,0,0,6514.62988281,2018,6484,2669,162,1282,0,72,0,280,0,1,0,0,0,6514.62988281,1965,6484,2722,162,1282,0,72,0,280,0,1,0,0,0,6514.62988281,ADM3,125,125,BOL,BOL-ADM3-33444609B71410216,Tacopaya,ADM3
126,48,11557,339,8707,1036,0,86,1076,7,127,131,0,0,0,11612.9599609,48,11557,339,8707,1036,0,86,1076,7,127,131,0,0,0,11612.9599609,48,11557,339,8707,1036,0,86,1076,7,127,131,0,0,0,11612.9599609,48,11557,339,8707,1036,0,86,1076,7,127,131,0,0,0,11612.9599609,48,11557,339,8707,1036,0,86,1076,7,127,131,0,0,0,11612.9599609,ADM3,126,126,BOL,BOL-ADM3-33444609B34376575,El Choro,ADM3
127,1442,33833,992,28433,324,0,67,2351,15,52,146,0,0,11,33898.6904297,1437,33833,992,28438,324,0,67,2351,15,52,146,0,0,11,33898.6904297,1438,33833,992,28437,324,0,67,2351,15,52,146,0,0,11,33898.6904297,1438,33833,992,28436,324,0,67,2351,15,52,146,0,0,12,33898.6904297,1429,33833,984,28463,324,0,67,2341,15,52,146,0,0,12,33898.6904297,ADM3,127,127,BOL,BOL-ADM3-33444609B90107878,Toledo,ADM3
128,2510,3312,59,43,335,0,80,0,226,7,6,0,0,46,3324.08007812,2493,3312,59,43,349,0,80,0,226,7,6,0,0,49,3324.08007812,2493,3312,59,43,349,0,80,0,226,7,6,0,0,49,3324.08007812,2493,3312,59,43,349,0,80,0,226,7,6,0,0,49,3324.08007812,2499,3312,59,43,343,0,80,0,226,7,6,0,0,49,3324.08007812,ADM3,128,128,BOL,BOL-ADM3-33444609B16998103,Santivañez,ADM3
129,1551,16158,9077,3281,2005,0,62,2,140,0,40,0,0,0,16195.8095703,1538,16158,9090,3281,2005,0,62,2,140,0,40,0,0,0,16195.8095703,1521,16158,9118,3270,2005,0,62,2,140,0,40,0,0,0,16195.8095703,1521,16158,9118,3270,2005,0,62,2,140,0,40,0,0,0,16195.8095703,1444,16158,9233,3232,2005,0,62,2,140,0,40,0,0,0,16195.8095703,ADM3,129,129,BOL,BOL-ADM3-33444609B37510264,Paria,ADM3
130,522,1168,83,149,90,0,12,0,0,0,312,0,0,0,1181.46008301,522,1168,83,149,90,0,12,0,0,0,312,0,0,0,1181.46008301,560,1168,45,149,90,0,12,0,0,0,312,0,0,0,1181.46008301,560,1168,45,149,90,0,12,0,0,0,312,0,0,0,1181.46008301,560,1168,45,143,90,0,12,0,0,0,318,0,0,0,1181.46008301,ADM3,130,130,BOL,BOL-ADM3-33444609B66068349,Collana,ADM3
131,483,787,23,53,47,0,59,25,82,0,0,0,0,15,796.209960938,482,787,23,53,47,0,58,25,82,0,0,0,0,17,796.209960938,482,787,22,53,47,0,58,25,82,0,0,0,0,18,796.209960938,482,787,20,53,47,0,58,25,82,0,0,0,0,20,796.209960938,482,787,20,53,47,0,58,25,82,0,0,0,0,20,796.209960938,ADM3,131,131,BOL,BOL-ADM3-33444609B94491619,Tolata,ADM3
132,5,4837,0,0,30,0,38,0,3175,0,1486,0,0,103,4846.79003906,5,4837,0,0,30,0,38,0,3177,0,1484,0,0,103,4846.79003906,5,4837,0,0,30,0,38,0,3177,0,1484,0,0,103,4846.79003906,5,4837,0,0,30,0,38,0,3177,0,1484,0,0,103,4846.79003906,5,4837,0,0,32,0,36,0,3145,0,1516,0,0,103,4846.79003906,ADM3,132,132,BOL,BOL-ADM3-33444609B30727604,Cobija,ADM3
133,122,4042,869,2922,33,0,29,0,4,0,62,0,0,1,4067.66992188,122,4042,869,2922,33,0,29,0,4,0,62,0,0,1,4067.66992188,199,4042,811,2903,33,0,29,0,4,0,62,0,0,1,4067.66992188,199,4042,811,2903,33,0,29,0,4,0,62,0,0,1,4067.66992188,182,4042,828,2903,33,0,29,0,4,0,62,0,0,1,4067.66992188,ADM3,133,133,BOL,BOL-ADM3-33444609B21077453,Eucaliptus,ADM3
134,3504,13130,3799,5525,29,0,10,80,0,0,183,0,0,0,13174.5488281,3664,13130,3763,5401,29,0,10,80,0,0,183,0,0,0,13174.5488281,4013,13130,3480,5335,29,0,10,80,0,0,183,0,0,0,13174.5488281,4013,13130,3480,5335,29,0,10,80,0,0,183,0,0,0,13174.5488281,4006,13130,3487,5335,29,0,10,80,0,0,183,0,0,0,13174.5488281,ADM3,134,134,BOL,BOL-ADM3-33444609B28630051,Santiago de Callapa,ADM3
