asdf_id,esa_landcover.2012.categorical_grassland,esa_landcover.2012.categorical_count,esa_landcover.2012.categorical_sparse_vegetation,esa_landcover.2012.categorical_bare_areas,esa_landcover.2012.categorical_shrubland,esa_landcover.2012.categorical_no_data,esa_landcover.2012.categorical_rainfed_cropland,esa_landcover.2012.categorical_water_bodies,esa_landcover.2012.categorical_forest,esa_landcover.2012.categorical_wetland,esa_landcover.2012.categorical_mosaic_cropland,esa_landcover.2012.categorical_irrigated_cropland,esa_landcover.2012.categorical_snow_ice,esa_landcover.2012.categorical_urban,esa_landcover.2012.count,esa_landcover.2013.categorical_grassland,esa_landcover.2013.categorical_count,esa_landcover.2013.categorical_sparse_vegetation,esa_landcover.2013.categorical_bare_areas,esa_landcover.2013.categorical_shrubland,esa_landcover.2013.categorical_no_data,esa_landcover.2013.categorical_rainfed_cropland,esa_landcover.2013.categorical_water_bodies,esa_landcover.2013.categorical_forest,esa_landcover.2013.categorical_wetland,esa_landcover.2013.categorical_mosaic_cropland,esa_landcover.2013.categorical_irrigated_cropland,esa_landcover.2013.categorical_snow_ice,esa_landcover.2013.categorical_urban,esa_landcover.2013.count,esa_landcover.2014.categorical_grassland,esa_landcover.2014.categorical_count,esa_landcover.2014.categorical_sparse_vegetation,esa_landcover.2014.categorical_bare_areas,esa_landcover.2014.categorical_shrubland,esa_landcover.2014.categorical_no_data,esa_landcover.2014.categorical_rainfed_cropland,esa_landcover.2014.categorical_water_bodies,esa_landcover.2014.categorical_forest,esa_landcover.2014.categorical_wetland,esa_landcover.2014.categorical_mosaic_cropland,esa_landcover.2014.categorical_irrigated_cropland,esa_landcover.2014.categorical_snow_ice,esa_landcover.2014.categorical_urban,esa_landcover.2014.count,esa_landcover.2015.categorical_grassland,esa_landcover.2015.categorical_count,esa_landcover.2015.categorical_sparse_vegetation,esa_landcover.2015.categorical_bare_areas,esa_landcover.2015.categorical_shrubland,esa_landcover.2015.categorical_no_data,esa_landcover.2015.categorical_rainfed_cropland,esa_landcover.2015.categorical_water_bodies,esa_landcover.2015.categorical_forest,esa_landcover.2015.categorical_wetland,esa_landcover.2015.categorical_mosaic_cropland,esa_landcover.2015.categorical_irrigated_cropland,esa_landcover.2015.categorical_snow_ice,esa_landcover.2015.categorical_urban,esa_landcover.2015.count,esa_landcover.2016.categorical_grassland,esa_landcover.2016.categorical_count,esa_landcover.2016.categorical_sparse_vegetation,esa_landcover.2016.categorical_bare_areas,esa_landcover.2016.categorical_shrubland,esa_landcover.2016.categorical_no_data,esa_landcover.2016.categorical_rainfed_cropland,esa_landcover.2016.categorical_water_bodies,esa_landcover.2016.categorical_forest,esa_landcover.2016.categorical_wetland,esa_landcover.2016.categorical_mosaic_cropland,esa_landcover.2016.categorical_irrigated_cropland,esa_landcover.2016.categorical_snow_ice,esa_landcover.2016.categorical_urban,esa_landcover.2016.count,Level,gqid,id,shapeGroup,shapeID,shapeName,shapeType
241,323,42222,1,0,3674,0,575,0,36088,2,1559,0,0,0,42362.6992188,323,42222,1,0,3675,0,575,0,36077,2,1569,0,0,0,42362.6992188,326,42222,1,0,3739,0,578,0,35996,2,1580,0,0,0,42362.6992188,326,42222,1,0,3739,0,577,0,35996,2,1580,0,0,1,42362.6992188,324,42222,1,0,3685,0,578,0,36064,2,1567,0,0,1,42362.6992188,ADM3,241,241,BOL,BOL-ADM3-33444609B92881157,Villa Vaca Guzmán,ADM3
242,4043,8678,448,80,2382,0,497,56,196,5,375,0,589,7,8706.90917969,4043,8678,448,80,2382,0,497,56,196,5,375,0,589,7,8706.90917969,4043,8678,447,80,2382,0,497,56,196,5,375,0,589,8,8706.90917969,4043,8678,447,80,2382,0,497,56,196,5,375,0,589,8,8706.90917969,4043,8678,447,80,2382,0,497,56,196,5,375,0,589,8,8706.90917969,ADM3,242,242,BOL,BOL-ADM3-33444609B42689736,Batallas,ADM3
243,2328,18580,0,2,857,0,799,0,13126,0,1468,0,0,0,18630.3710938,2328,18580,0,2,857,0,799,0,13126,0,1468,0,0,0,18630.3710938,2328,18580,0,2,858,0,800,0,13122,0,1470,0,0,0,18630.3710938,2327,18580,0,2,858,0,799,0,13122,0,1470,0,0,2,18630.3710938,2313,18580,0,2,769,0,796,0,13249,0,1449,0,0,2,18630.3710938,ADM3,243,243,BOL,BOL-ADM3-33444609B75760336,Padilla,ADM3
244,4702,13770,182,475,3346,0,946,0,3848,0,271,0,0,0,13802.3300781,4702,13770,182,475,3347,0,945,0,3848,0,271,0,0,0,13802.3300781,4702,13770,182,475,3347,0,945,0,3848,0,271,0,0,0,13802.3300781,4702,13770,182,475,3347,0,945,0,3848,0,271,0,0,0,13802.3300781,4698,13770,182,475,3344,0,945,0,3859,0,267,0,0,0,13802.3300781,ADM3,244,244,BOL,BOL-ADM3-33444609B69980236,Mojocoya,ADM3
245,154,7598,51,0,1602,0,212,0,4839,3,737,0,0,0,7621.08984375,154,7598,51,0,1602,0,212,0,4839,3,737,0,0,0,7621.08984375,154,7598,51,0,1602,0,212,0,4839,3,737,0,0,0,7621.08984375,154,7598,51,0,1602,0,212,0,4839,3,737,0,0,0,7621.08984375,152,7598,51,0,1594,0,212,0,4865,3,721,0,0,0,7621.08984375,ADM3,245,245,BOL,BOL-ADM3-33444609B51772236,Pucará,ADM3
246,1732,19219,240,9,4314,0,613,0,10598,5,1708,0,0,0,19284.4394531,1732,19219,240,9,4314,0,613,0,10599,5,1707,0,0,0,19284.4394531,1732,19219,240,9,4319,0,613,0,10594,5,1707,0,0,0,19284.4394531,1732,19219,240,9,4319,0,613,0,10594,5,1707,0,0,0,19284.4394531,1723,19219,240,9,4276,0,609,0,10733,3,1626,0,0,0,19284.4394531,ADM3,246,246,BOL,BOL-ADM3-33444609B69127220,Villa Serrano,ADM3
247,58,89596,0,0,20979,0,520,0,67412,0,627,0,0,0,89695.8205566,58,89596,0,0,20979,0,520,0,67412,0,627,0,0,0,89695.8205566,59,89596,0,0,22010,0,520,0,66365,0,642,0,0,0,89695.8205566,59,89596,0,0,22010,0,520,0,66365,0,642,0,0,0,89695.8205566,60,89596,0,0,21998,0,513,0,66384,0,641,0,0,0,89695.8205566,ADM3,247,247,BOL,BOL-ADM3-33444609B12353677,Macharetí,ADM3
248,26,18224,0,0,5983,0,305,0,11712,0,192,0,0,6,18246.75,26,18224,0,0,5983,0,305,0,11712,0,192,0,0,6,18246.75,26,18224,0,0,6214,0,305,0,11481,0,192,0,0,6,18246.75,26,18224,0,0,6214,0,305,0,11481,0,192,0,0,6,18246.75,26,18224,0,0,6214,0,305,0,11481,0,192,0,0,6,18246.75,ADM3,248,248,BOL,BOL-ADM3-33444609B47604355,Boyuibe,ADM3
249,117,9936,0,0,3592,0,322,0,5664,0,240,0,0,1,9965.63085938,117,9936,0,0,3592,0,322,0,5664,0,240,0,0,1,9965.63085938,125,9936,0,0,3744,0,322,0,5504,0,240,0,0,1,9965.63085938,125,9936,0,0,3744,0,322,0,5504,0,240,0,0,1,9965.63085938,125,9936,0,0,3744,0,322,0,5504,0,240,0,0,1,9965.63085938,ADM3,249,249,BOL,BOL-ADM3-33444609B96934473,Cuevo,ADM3
250,116,11258,0,0,2185,0,309,0,8263,0,361,0,0,24,11302.609375,117,11258,0,0,2215,0,310,0,8220,0,371,0,0,25,11302.609375,147,11258,0,0,2609,0,310,0,7782,0,384,0,0,26,11302.609375,147,11258,0,0,2609,0,309,0,7782,0,384,0,0,27,11302.609375,147,11258,0,0,2555,0,309,0,7836,0,384,0,0,27,11302.609375,ADM3,250,250,BOL,BOL-ADM3-33444609B99493244,Camiri,ADM3
251,11206,78098,21,0,2698,0,305,22,62461,239,1145,0,0,1,78204.7300777,11193,78098,21,0,2698,0,315,22,62461,239,1148,0,0,1,78204.7300777,11175,78098,21,0,2773,0,320,22,62368,241,1177,0,0,1,78204.7300777,11175,78098,21,0,2773,0,320,22,62368,241,1177,0,0,1,78204.7300777,11165,78098,22,0,2767,0,319,22,62387,241,1174,0,0,1,78204.7300777,ADM3,251,251,BOL,BOL-ADM3-33444609B83608870,Cocapata,ADM3
252,609,35732,5,9,1556,0,956,1,29737,15,2841,0,0,3,35831.199707,609,35732,5,9,1556,0,957,1,29736,15,2841,0,0,3,35831.199707,609,35732,5,9,1556,0,957,1,29736,15,2835,0,0,9,35831.199707,609,35732,5,9,1556,0,955,1,29736,15,2834,0,0,12,35831.199707,606,35732,5,9,1528,0,947,1,29793,30,2801,0,0,12,35831.199707,ADM3,252,252,BOL,BOL-ADM3-33444609B53201147,Vallegrande,ADM3
253,307,31996,4,2,5494,0,940,60,23104,4,2069,0,0,12,32067.2695312,309,31996,4,2,5511,0,940,60,23083,4,2071,0,0,12,32067.2695312,314,31996,3,2,5838,0,941,60,22744,4,2078,0,0,12,32067.2695312,314,31996,3,2,5838,0,941,60,22744,4,2078,0,0,12,32067.2695312,308,31996,3,2,5570,0,940,60,23032,4,2065,0,0,12,32067.2695312,ADM3,253,253,BOL,BOL-ADM3-33444609B32904525,Gutiérrez,ADM3
254,9192,18698,1221,1015,3379,0,658,0,2979,0,192,0,0,62,18751.7714844,9194,18698,1211,1005,3379,0,658,0,2979,0,192,0,0,80,18751.7714844,9174,18698,1206,1001,3370,0,658,0,3008,0,192,0,0,89,18751.7714844,9174,18698,1206,1001,3370,0,658,0,3008,0,192,0,0,89,18751.7714844,9089,18698,1291,1001,3370,0,658,0,3008,0,192,0,0,89,18751.7714844,ADM3,254,254,BOL,BOL-ADM3-33444609B61390228,Sucre,ADM3
255,6010,15011,94,101,1851,0,486,0,6163,0,306,0,0,0,15049.6298828,6004,15011,94,101,1851,0,491,0,6164,0,306,0,0,0,15049.6298828,6004,15011,94,101,1855,0,491,0,6160,0,306,0,0,0,15049.6298828,6004,15011,94,101,1855,0,491,0,6160,0,306,0,0,0,15049.6298828,6005,15011,94,95,1854,0,491,0,6166,0,306,0,0,0,15049.6298828,ADM3,255,255,BOL,BOL-ADM3-33444609B90222474,Presto,ADM3
256,6,12405,0,0,89,0,298,0,11413,4,593,0,0,2,12446.6806641,6,12405,0,0,89,0,298,0,11413,4,593,0,0,2,12446.6806641,6,12405,0,0,89,0,298,0,11413,4,593,0,0,2,12446.6806641,6,12405,0,0,89,0,298,0,11413,4,593,0,0,2,12446.6806641,6,12405,0,0,89,0,298,0,11431,5,574,0,0,2,12446.6806641,ADM3,256,256,BOL,BOL-ADM3-33444609B25796587,Postrervalle,ADM3
257,308,4443,0,0,263,0,255,0,3134,0,483,0,0,0,4459.55957031,308,4443,0,0,263,0,255,0,3134,0,483,0,0,0,4459.55957031,308,4443,0,0,263,0,254,0,3134,0,483,0,0,1,4459.55957031,308,4443,0,0,263,0,254,0,3134,0,483,0,0,1,4459.55957031,310,4443,0,0,261,0,254,0,3136,0,481,0,0,1,4459.55957031,ADM3,257,257,BOL,BOL-ADM3-33444609B52561385,Trigal,ADM3
258,13,3181,0,0,89,0,200,0,2356,0,522,0,0,1,3203.95996094,13,3181,0,0,89,0,200,0,2356,0,522,0,0,1,3203.95996094,13,3181,0,0,97,0,201,0,2354,0,515,0,0,1,3203.95996094,13,3181,0,0,97,0,201,0,2354,0,515,0,0,1,3203.95996094,14,3181,0,0,96,0,201,0,2358,0,511,0,0,1,3203.95996094,ADM3,258,258,BOL,BOL-ADM3-33444609B67865308,Quirusillas,ADM3
259,2761,55660,44,64,2517,0,17864,306,28279,127,3675,0,0,23,55730.4697266,2763,55660,44,64,2541,0,17872,306,28243,127,3677,0,0,23,55730.4697266,2780,55660,44,64,2567,0,17966,306,28104,132,3674,0,0,23,55730.4697266,2780,55660,44,64,2567,0,17966,306,28104,132,3674,0,0,23,55730.4697266,2773,55660,44,64,2487,0,18275,306,27893,137,3658,0,0,23,55730.4697266,ADM3,259,259,BOL,BOL-ADM3-33444609B3158247,Cabezas,ADM3
260,476,6896,34,0,139,0,5227,28,224,14,735,0,0,19,6882.09033203,476,6896,34,0,139,0,5223,28,224,14,735,0,0,23,6882.09033203,476,6896,34,0,139,0,5221,28,224,14,735,0,0,25,6882.09033203,476,6896,34,0,139,0,5217,28,224,14,735,0,0,29,6882.09033203,476,6896,34,0,137,0,5217,28,226,14,735,0,0,29,6882.09033203,ADM3,260,260,BOL,BOL-ADM3-33444609B36360155,Cotoca,ADM3
261,6398,105620,23,2,92,0,9256,1255,81980,263,6330,0,0,21,105853.184326,6398,105620,23,2,92,0,9256,1255,81980,263,6330,0,0,21,105853.184326,6394,105620,23,2,92,0,9246,1255,81989,263,6329,0,0,27,105853.184326,6394,105620,23,2,92,0,9236,1255,81989,263,6329,0,0,37,105853.184326,6394,105620,23,2,92,0,9236,1290,81956,263,6327,0,0,37,105853.184326,ADM3,261,261,BOL,BOL-ADM3-33444609B82294182,Yapacaní,ADM3
262,2885,49093,67,0,2663,0,28777,105,7658,31,6904,0,0,3,49173.5527344,2885,49093,67,0,2687,0,28792,105,7610,31,6906,0,0,10,49173.5527344,2876,49093,66,0,2787,0,28819,105,7486,31,6909,0,0,14,49173.5527344,2876,49093,66,0,2787,0,28818,105,7486,31,6909,0,0,15,49173.5527344,2875,49093,66,0,2823,0,29525,136,6659,31,6963,0,0,15,49173.5527344,ADM3,262,262,BOL,BOL-ADM3-33444609B81436946,Cuatro Cañadas,ADM3
263,317,5531,0,0,209,0,452,10,4204,5,334,0,0,0,5567.09033203,317,5531,0,0,209,0,452,10,4204,5,334,0,0,0,5567.09033203,317,5531,0,0,209,0,452,10,4204,5,334,0,0,0,5567.09033203,317,5531,0,0,209,0,452,10,4204,5,334,0,0,0,5567.09033203,317,5531,0,0,210,0,461,10,4163,5,365,0,0,0,5567.09033203,ADM3,263,263,BOL,BOL-ADM3-33444609B34841445,San Ramón,ADM3
264,2183,24900,0,0,797,0,5391,0,13718,13,2797,0,0,1,24962.0898438,2183,24900,0,0,797,0,5391,0,13718,13,2797,0,0,1,24962.0898438,2165,24900,0,0,795,0,5384,0,13756,13,2786,0,0,1,24962.0898438,2165,24900,0,0,795,0,5384,0,13756,13,2786,0,0,1,24962.0898438,2165,24900,0,0,796,0,5424,0,13637,13,2864,0,0,1,24962.0898438,ADM3,264,264,BOL,BOL-ADM3-33444609B57224915,San Javier,ADM3
265,370,105694,0,0,7616,0,328,35,96098,50,1192,0,0,5,105790.710938,368,105694,0,0,7597,0,324,35,96117,49,1195,0,0,9,105790.710938,353,105694,0,0,7493,0,324,35,96240,49,1191,0,0,9,105790.710938,353,105694,0,0,7493,0,324,35,96240,49,1191,0,0,9,105790.710938,363,105694,0,0,7899,0,422,59,95602,49,1291,0,0,9,105790.710938,ADM3,265,265,BOL,BOL-ADM3-33444609B78704867,San Miguel,ADM3
266,2015,122685,0,1,659,0,1033,272,109184,1206,8301,0,0,14,122862.736816,2015,122685,0,1,659,0,1033,319,109175,1168,8301,0,0,14,122862.736816,1980,122685,0,1,651,0,1034,319,109204,1168,8314,0,0,14,122862.736816,1980,122685,0,1,651,0,1034,319,109204,1168,8314,0,0,14,122862.736816,1980,122685,0,1,651,0,1034,319,109193,1149,8344,0,0,14,122862.736816,ADM3,266,266,BOL,BOL-ADM3-33444609B25395901,Villa Tunari,ADM3
267,4,30608,0,0,26,0,240,493,27211,79,2551,0,0,4,30737.4298706,4,30608,0,0,26,0,240,493,27211,79,2550,0,0,5,30737.4298706,4,30608,0,0,26,0,240,493,27211,79,2550,0,0,5,30737.4298706,4,30608,0,0,26,0,240,493,27211,79,2549,0,0,6,30737.4298706,4,30608,0,0,26,0,240,493,27211,79,2549,0,0,6,30737.4298706,ADM3,267,267,BOL,BOL-ADM3-33444609B24552917,Chimoré,ADM3
268,5454,21908,115,4,1035,0,800,22,14040,58,373,0,0,7,21960.0703125,5444,21908,115,4,1045,0,800,22,14040,58,373,0,0,7,21960.0703125,5424,21908,115,4,1045,0,812,22,14040,58,381,0,0,7,21960.0703125,5424,21908,115,4,1045,0,812,22,14040,58,381,0,0,7,21960.0703125,5424,21908,115,4,1050,0,814,22,14027,59,386,0,0,7,21960.0703125,ADM3,268,268,BOL,BOL-ADM3-33444609B18430420,Tiraque,ADM3
269,0,8128,0,0,4,0,76,0,7151,29,864,0,0,4,8154.98974609,0,8128,0,0,4,0,76,0,7151,29,860,0,0,8,8154.98974609,0,8128,0,0,4,0,76,0,7151,29,856,0,0,12,8154.98974609,0,8128,0,0,4,0,76,0,7151,29,855,0,0,13,8154.98974609,0,8128,0,0,4,0,76,0,7151,29,855,0,0,13,8154.98974609,ADM3,269,269,BOL,BOL-ADM3-33444609B95602913,Shinahota,ADM3
270,270,2716,6,6,8,0,1911,7,39,0,346,0,0,123,2736.22998047,270,2716,6,6,8,0,1870,7,39,0,344,0,0,166,2736.22998047,270,2716,6,6,8,0,1857,7,42,0,341,0,0,179,2736.22998047,270,2716,6,6,8,0,1855,7,42,0,341,0,0,181,2736.22998047,270,2716,6,6,8,0,1855,7,42,0,341,0,0,181,2736.22998047,ADM3,270,270,BOL,BOL-ADM3-33444609B71154134,Montero,ADM3
271,45,98575,0,0,174,0,1147,394,74988,60,21757,0,0,10,98812.1626587,45,98575,0,0,174,0,1147,394,74985,60,21752,0,0,18,98812.1626587,45,98575,0,0,174,0,1147,394,74985,60,21751,0,0,19,98812.1626587,43,98575,0,0,174,0,1147,394,74985,60,21747,0,0,25,98812.1626587,43,98575,0,0,177,0,1153,394,74884,62,21837,0,0,25,98812.1626587,ADM3,271,271,BOL,BOL-ADM3-33444609B46709169,Ascención de Guarayos,ADM3
272,710,108717,0,0,160,0,4022,3599,66169,292,33764,0,0,1,108849.177002,710,108717,0,0,160,0,4022,3599,66169,292,33764,0,0,1,108849.177002,710,108717,0,0,160,0,4022,3599,66169,292,33764,0,0,1,108849.177002,710,108717,0,0,160,0,4022,3599,66169,292,33764,0,0,1,108849.177002,708,108717,0,0,160,0,4019,3633,66087,290,33819,0,0,1,108849.177002,ADM3,272,272,BOL,BOL-ADM3-33444609B55665100,San Andrés,ADM3
273,2654,3855,316,43,131,0,368,126,145,0,70,0,0,2,3870.0,2654,3855,316,43,131,0,368,126,145,0,70,0,0,2,3870.0,2654,3855,316,43,131,0,367,126,145,0,70,0,0,3,3870.0,2654,3855,316,43,131,0,367,126,145,0,70,0,0,3,3870.0,2654,3855,316,43,131,0,367,126,145,0,70,0,0,3,3870.0,ADM3,273,273,BOL,BOL-ADM3-33444609B36270672,Vacas,ADM3
274,6199,10037,265,137,554,0,912,0,1868,0,89,0,0,13,10078.9697266,6184,10037,265,137,569,0,912,0,1868,0,89,0,0,13,10078.9697266,6184,10037,265,137,569,0,912,0,1868,0,89,0,0,13,10078.9697266,6184,10037,265,137,569,0,912,0,1868,0,89,0,0,13,10078.9697266,6187,10037,265,137,564,0,914,0,1868,0,89,0,0,13,10078.9697266,ADM3,274,274,BOL,BOL-ADM3-33444609B99795676,Pocona,ADM3
275,869,11389,62,5,203,0,8890,37,353,32,933,0,0,5,11424.9697266,869,11389,62,5,203,0,8890,37,353,32,933,0,0,5,11424.9697266,864,11389,62,5,203,0,8877,37,370,32,928,0,0,11,11424.9697266,864,11389,62,5,203,0,8877,37,370,32,928,0,0,11,11424.9697266,864,11389,62,5,203,0,8877,37,370,32,928,0,0,11,11424.9697266,ADM3,275,275,BOL,BOL-ADM3-33444609B439401,Okinawa Uno,ADM3
276,1550,14787,18,2,58,0,11005,0,226,0,1862,0,0,66,14843.4492188,1550,14787,18,2,58,0,10978,0,226,0,1854,0,0,101,14843.4492188,1550,14787,18,2,58,0,10971,0,226,0,1853,0,0,109,14843.4492188,1550,14787,18,2,58,0,10971,0,226,0,1853,0,0,109,14843.4492188,1550,14787,18,2,58,0,10971,0,226,0,1853,0,0,109,14843.4492188,ADM3,276,276,BOL,BOL-ADM3-33444609B11056664,Warnes,ADM3
277,381,5902,10,5,14,0,4866,0,33,0,592,0,0,1,5914.79003906,381,5902,10,5,14,0,4865,0,33,0,592,0,0,2,5914.79003906,381,5902,10,5,14,0,4863,0,33,0,592,0,0,4,5914.79003906,381,5902,10,5,14,0,4863,0,33,0,592,0,0,4,5914.79003906,381,5902,10,5,14,0,4863,0,33,0,592,0,0,4,5914.79003906,ADM3,277,277,BOL,BOL-ADM3-33444609B54301679,General Saavedra,ADM3
278,10997,152014,69,7,21261,0,45738,774,55112,167,17883,0,0,6,152142.610352,11005,152014,69,7,21550,0,45862,774,54635,170,17934,0,0,8,152142.610352,10999,152014,69,7,21560,0,45932,779,54529,157,17969,0,0,13,152142.610352,10999,152014,69,7,21560,0,45932,779,54529,157,17969,0,0,13,152142.610352,11002,152014,69,7,21602,0,47088,784,53147,158,18144,0,0,13,152142.610352,ADM3,278,278,BOL,BOL-ADM3-33444609B10251116,Pailón,ADM3
279,334,8418,41,0,74,0,6741,0,189,0,1033,0,0,6,8438.37011719,334,8418,41,0,74,0,6739,0,191,0,1033,0,0,6,8438.37011719,334,8418,41,0,74,0,6732,0,203,0,1026,0,0,8,8438.37011719,334,8418,41,0,74,0,6732,0,203,0,1026,0,0,8,8438.37011719,334,8418,41,0,74,0,6732,0,203,0,1026,0,0,8,8438.37011719,ADM3,279,279,BOL,BOL-ADM3-33444609B49773042,Fernández Alonso,ADM3
280,478,4685,26,6,2,0,3315,0,27,0,817,0,0,14,4728.10009766,478,4685,26,6,2,0,3313,0,27,0,817,0,0,16,4728.10009766,477,4685,26,6,2,0,3305,0,27,0,817,0,0,25,4728.10009766,477,4685,26,6,2,0,3303,0,27,0,817,0,0,27,4728.10009766,477,4685,26,6,2,0,3303,0,27,0,817,0,0,27,4728.10009766,ADM3,280,280,BOL,BOL-ADM3-33444609B82751741,Mineros,ADM3
281,414,11137,0,5,284,0,273,0,9627,7,510,0,0,17,11180.3496094,414,11137,0,5,284,0,273,0,9627,7,510,0,0,17,11180.3496094,411,11137,0,5,289,0,273,0,9621,7,511,0,0,20,11180.3496094,410,11137,0,5,289,0,273,0,9621,7,511,0,0,21,11180.3496094,414,11137,0,5,291,0,272,0,9625,8,501,0,0,21,11180.3496094,ADM3,281,281,BOL,BOL-ADM3-33444609B58335505,Pampa Grande,ADM3
282,132,8227,0,0,27,0,622,0,6946,4,482,0,0,14,8260.16015625,130,8227,0,0,27,0,619,0,6946,4,482,0,0,19,8260.16015625,129,8227,0,0,26,0,619,0,6937,4,489,0,0,23,8260.16015625,129,8227,0,0,26,0,619,0,6937,4,489,0,0,23,8260.16015625,128,8227,0,0,26,0,616,0,6950,4,480,0,0,23,8260.16015625,ADM3,282,282,BOL,BOL-ADM3-33444609B78053551,Mairana,ADM3
283,0,21774,0,0,62,0,4369,111,14908,16,2303,0,0,5,21830.9296875,0,21774,0,0,62,0,4368,111,14908,16,2303,0,0,6,21830.9296875,0,21774,0,0,62,0,4367,111,14907,16,2303,0,0,8,21830.9296875,0,21774,0,0,62,0,4364,111,14907,16,2303,0,0,11,21830.9296875,0,21774,0,0,62,0,4369,111,14902,16,2303,0,0,11,21830.9296875,ADM3,283,283,BOL,BOL-ADM3-33444609B66013257,Puerto Villarroel,ADM3
284,486,3226,8,0,30,0,1855,0,160,0,673,0,0,14,3236.33007812,486,3226,8,0,30,0,1855,0,160,0,673,0,0,14,3236.33007812,486,3226,8,0,30,0,1855,0,160,0,673,0,0,14,3236.33007812,486,3226,8,0,30,0,1854,0,160,0,673,0,0,15,3236.33007812,486,3226,8,0,30,0,1854,0,160,0,673,0,0,15,3236.33007812,ADM3,284,284,BOL,BOL-ADM3-33444609B84075203,Colpa Bélgica,ADM3
285,5939,149184,0,0,5842,0,464,234,125808,9503,1308,0,0,86,149325.057539,5937,149184,0,0,5831,0,465,234,125837,9501,1293,0,0,86,149325.057539,5937,149184,0,0,5818,0,464,234,125985,9393,1267,0,0,86,149325.057539,5937,149184,0,0,5818,0,464,234,125985,9393,1267,0,0,86,149325.057539,5949,149184,0,0,5789,0,473,234,125974,9385,1294,0,0,86,149325.057539,ADM3,285,285,BOL,BOL-ADM3-33444609B58337466,Puerto Suarez,ADM3
286,654,118446,0,0,7871,0,612,0,107781,88,1387,0,0,53,118556.112671,654,118446,0,0,7944,0,615,0,107698,88,1394,0,0,53,118556.112671,655,118446,0,0,8022,0,615,0,107617,88,1396,0,0,53,118556.112671,655,118446,0,0,8022,0,615,0,107617,88,1396,0,0,53,118556.112671,676,118446,0,0,8060,0,617,0,107429,123,1488,0,0,53,118556.112671,ADM3,286,286,BOL,BOL-ADM3-33444609B52930702,El Carmen Rivero Tórrez,ADM3
287,183,79651,0,0,6732,0,70,0,71725,5,901,0,0,35,79745.9033203,181,79651,0,0,6758,0,70,0,71700,6,900,0,0,36,79745.9033203,179,79651,0,0,6862,0,70,0,71592,6,906,0,0,36,79745.9033203,179,79651,0,0,6862,0,70,0,71592,6,906,0,0,36,79745.9033203,184,79651,0,0,6756,0,71,0,71697,6,901,0,0,36,79745.9033203,ADM3,287,287,BOL,BOL-ADM3-33444609B32568642,Roboré,ADM3
288,581,298594,16,0,23846,0,859,3352,206221,62386,1310,0,0,23,298758.120392,579,298594,16,0,23873,0,858,3356,206243,62333,1309,0,0,27,298758.120392,580,298594,16,0,23882,0,858,3428,206374,62120,1309,0,0,27,298758.120392,580,298594,16,0,23882,0,858,3428,206374,62120,1309,0,0,27,298758.120392,571,298594,16,0,23544,0,851,3468,207434,61417,1266,0,0,27,298758.120392,ADM3,288,288,BOL,BOL-ADM3-33444609B83253902,San Matías,ADM3
289,15660,789372,114,329,256749,0,11977,266,486893,286,17030,0,0,68,789724.117126,15535,789372,114,329,257439,0,11993,266,486330,286,17012,0,0,68,789724.117126,15533,789372,114,329,265916,0,12008,266,477782,284,17072,0,0,68,789724.117126,15533,789372,114,329,265916,0,12008,266,477782,284,17072,0,0,68,789724.117126,13244,789372,114,329,261532,0,12228,266,484379,282,16930,0,0,68,789724.117126,ADM3,289,289,BOL,BOL-ADM3-33444609B85273692,Charagua,ADM3
290,10328,210774,0,0,35092,0,4869,0,154570,51,5849,0,0,15,210917.906738,10370,210774,0,0,35330,0,4894,0,154203,51,5911,0,0,15,210917.906738,10384,210774,0,0,35433,0,4926,0,154054,52,5910,0,0,15,210917.906738,10384,210774,0,0,35433,0,4926,0,154054,52,5910,0,0,15,210917.906738,10109,210774,0,0,34681,0,6296,0,153382,52,6239,0,0,15,210917.906738,ADM3,290,290,BOL,BOL-ADM3-33444609B21156081,San José,ADM3
291,900,106735,0,0,8340,0,941,122,95421,151,859,0,0,1,106827.428467,912,106735,0,0,8386,0,951,122,95297,151,915,0,0,1,106827.428467,914,106735,0,0,8406,0,952,122,95261,151,927,0,0,2,106827.428467,914,106735,0,0,8406,0,952,122,95261,151,927,0,0,2,106827.428467,964,106735,0,0,8380,0,1031,122,95124,151,961,0,0,2,106827.428467,ADM3,291,291,BOL,BOL-ADM3-33444609B61104849,San Rafael,ADM3
292,7689,16491,189,16,2196,0,509,0,4870,29,971,0,0,22,16543.9082031,7676,16491,189,16,2197,0,512,0,4870,29,978,0,0,24,16543.9082031,7671,16491,189,16,2192,0,515,0,4878,29,977,0,0,24,16543.9082031,7671,16491,189,16,2192,0,515,0,4878,29,977,0,0,24,16543.9082031,7667,16491,189,16,2186,0,511,0,4905,29,964,0,0,24,16543.9082031,ADM3,292,292,BOL,BOL-ADM3-33444609B74694029,Ayopaya,ADM3
293,5973,538100,0,0,62358,0,6510,1176,435462,16798,9762,0,0,61,538343.545837,5987,538100,0,0,62374,0,6526,1176,435414,16798,9763,0,0,62,538343.545837,5986,538100,0,0,62327,0,6530,1176,435465,16799,9754,0,0,63,538343.545837,5986,538100,0,0,62327,0,6530,1176,435464,16799,9753,0,0,65,538343.545837,5999,538100,0,0,63068,0,7004,1176,433404,16684,10700,0,0,65,538343.545837,ADM3,293,293,BOL,BOL-ADM3-33444609B38230040,San Ignacio,ADM3
