asdf_id,udel_precip_v501_mean.2012.max,udel_precip_v501_mean.2012.mean,udel_precip_v501_mean.2012.min,udel_precip_v501_mean.2013.max,udel_precip_v501_mean.2013.mean,udel_precip_v501_mean.2013.min,udel_precip_v501_mean.2014.max,udel_precip_v501_mean.2014.mean,udel_precip_v501_mean.2014.min,udel_precip_v501_mean.2015.max,udel_precip_v501_mean.2015.mean,udel_precip_v501_mean.2015.min,udel_precip_v501_mean.2016.max,udel_precip_v501_mean.2016.mean,udel_precip_v501_mean.2016.min,udel_precip_v501_mean.2017.max,udel_precip_v501_mean.2017.mean,udel_precip_v501_mean.2017.min,Level,gqid,id,shapeGroup,shapeID,shapeName,shapeType
257,48.25,48.25,48.25,30.875,30.875,30.875,46.95,46.95,46.95,32.0833333333,32.0833333333,32.0833333333,23.1333333333,23.1333333333,23.1333333333,51.7,51.7,51.7,ADM3,257,257,BOL,BOL-ADM3-33444609B52561385,Trigal,ADM3
258,48.25,44.0927083445,43.1333333333,30.875,27.4692708425,26.6833333333,48.75,48.4124999961,46.95,32.25,32.2187499996,32.0833333333,23.4833333333,23.4177083326,23.1333333333,52.775,52.5734374977,51.7,ADM3,258,258,BOL,BOL-ADM3-33444609B67865308,Quirusillas,ADM3
259,65.3583333333,53.2180977652,41.0166666667,51.2666666667,39.6604974709,26.6833333333,81.4083333333,63.1360571486,44.6416666667,59.5833333333,45.69186298,29.3583333333,48.2,36.0378767335,22.825,82.925,65.8153733173,46.2416666667,ADM3,259,259,BOL,BOL-ADM3-33444609B3158247,Cabezas,ADM3
260,83.2083333333,76.1208333333,73.7583333333,56.2833333333,52.1708333333,50.8,93.95,90.9,89.8833333333,70.775,64.86875,62.9,56.5,50.425,48.4,99.0666666667,94.9166666667,93.5333333333,ADM3,260,260,BOL,BOL-ADM3-33444609B36360155,Cotoca,ADM3
261,369.616666667,258.191177849,75.5,344.616666667,231.420041631,50.5,381.325,271.421645039,80.8333333333,356.808333333,244.39825256,61.175,338.833333333,225.708099905,48.3833333333,375.175,265.118598201,84.0666666667,ADM3,261,261,BOL,BOL-ADM3-33444609B82294182,Yapacaní,ADM3
262,80.0,72.3543427506,64.0416666667,50.8,46.7026461188,46.1833333333,94.575,91.8292600728,87.3666666667,62.9,58.7137704649,54.7166666667,48.4,45.8251374667,43.9833333333,93.5333333333,85.0005316567,79.05,ADM3,262,262,BOL,BOL-ADM3-33444609B81436946,Cuatro Cañadas,ADM3
263,85.5333333333,80.5218378634,79.0916666667,53.875,47.5711217061,46.7833333333,93.7916666667,93.2414094082,87.125,60.8166666667,59.0355164493,56.5833333333,52.3833333333,48.758462913,45.825,83.525,82.8498088217,78.6083333333,ADM3,263,263,BOL,BOL-ADM3-33444609B34841445,San Ramón,ADM3
264,88.4583333333,83.736256618,79.0916666667,61.55,52.3588245292,46.7833333333,95.075,90.3604649087,87.125,64.075,59.606750395,56.5833333333,54.675,49.9395016088,45.825,85.1666666667,82.0380131703,78.6083333333,ADM3,264,264,BOL,BOL-ADM3-33444609B57224915,San Javier,ADM3
265,81.2416666667,66.7735613346,54.95,61.95,51.7968493529,45.8,91.2083333333,85.5707566564,76.6833333333,60.3916666667,56.5951517419,48.7583333333,52.975,46.6478209402,38.4,82.2,75.1873606738,61.2333333333,ADM3,265,265,BOL,BOL-ADM3-33444609B78704867,San Miguel,ADM3
266,369.616666667,227.000912946,94.6833333333,344.616666667,208.398914902,77.9333333333,381.325,237.76165858,93.3416666667,356.808333333,216.081519741,79.15,338.833333333,200.035440394,74.35,375.175,227.921171431,83.8833333333,ADM3,266,266,BOL,BOL-ADM3-33444609B25395901,Villa Tunari,ADM3
267,369.616666667,329.300218202,243.016666667,344.616666667,305.571257028,215.758333333,381.325,343.102373693,247.55,356.808333333,316.775615866,227.866666667,338.833333333,297.226387299,200.633333333,375.175,334.288995717,243.258333333,ADM3,267,267,BOL,BOL-ADM3-33444609B24552917,Chimoré,ADM3
268,245.508333333,169.125459626,64.0666666667,224.475,149.14817189,44.5333333333,247.55,169.401987982,59.9583333333,229.25,152.191027164,45.0583333333,219.0,144.142308161,35.7416666667,243.258333333,163.188706223,57.55,ADM3,268,268,BOL,BOL-ADM3-33444609B18430420,Tiraque,ADM3
269,301.0,252.506063238,120.991666667,279.833333333,231.552924057,101.616666667,311.191666667,256.710038377,120.641666667,288.941666667,237.383402224,103.8,272.816666667,225.760323061,97.875,303.708333333,251.223395284,112.408333333,ADM3,269,269,BOL,BOL-ADM3-33444609B95602913,Shinahota,ADM3
270,92.1416666667,92.1416666667,92.1416666667,58.2,58.2,58.2,102.541666667,102.541666667,102.541666667,73.0833333333,73.0833333333,73.0833333333,59.1833333333,59.1833333333,59.1833333333,102.966666667,102.966666667,102.966666667,ADM3,270,270,BOL,BOL-ADM3-33444609B71154134,Montero,ADM3
271,143.65,117.561001733,80.35,140.833333333,97.1861598196,48.1,166.691666667,134.453989634,87.125,125.825,97.6271509174,56.5833333333,107.775,80.7340094339,45.825,150.041666667,120.845404894,78.6083333333,ADM3,271,271,BOL,BOL-ADM3-33444609B46709169,Ascención de Guarayos,ADM3
272,243.016666667,157.481403917,104.241666667,215.758333333,131.810527717,78.4583333333,272.291666667,187.308090159,116.766666667,227.866666667,138.71055711,83.5,200.633333333,115.30299716,67.4166666667,253.433333333,168.221674227,104.833333333,ADM3,272,272,BOL,BOL-ADM3-33444609B55665100,San Andrés,ADM3
273,120.991666667,79.5432447284,64.0666666667,101.616666667,61.3382569313,44.5333333333,120.641666667,75.8035417115,59.9583333333,103.8,61.2426582953,45.0583333333,97.875,53.1201828956,35.7416666667,112.408333333,69.8695044264,57.55,ADM3,273,273,BOL,BOL-ADM3-33444609B36270672,Vacas,ADM3
274,245.508333333,76.4066882069,64.0666666667,224.475,57.0512932841,44.5333333333,247.55,72.6439890758,59.9583333333,229.25,57.6594876874,45.0583333333,219.0,48.4537127277,35.7416666667,243.258333333,69.5457224318,57.55,ADM3,274,274,BOL,BOL-ADM3-33444609B99795676,Pocona,ADM3
275,92.1416666667,79.5442354644,73.7583333333,58.2,48.366306569,47.5166666667,102.541666667,94.1909766237,89.8833333333,73.0833333333,62.5790406622,62.0666666667,59.1833333333,48.25797995,47.7583333333,102.966666667,91.1448957594,90.2166666667,ADM3,275,275,BOL,BOL-ADM3-33444609B439401,Okinawa Uno,ADM3
276,92.1416666667,86.2351829242,73.7583333333,58.2,55.0693135229,47.5166666667,102.541666667,97.9618817622,89.8833333333,73.0833333333,69.592548284,62.0666666667,59.1833333333,55.4771350212,47.7583333333,102.966666667,98.7965670544,90.2166666667,ADM3,276,276,BOL,BOL-ADM3-33444609B11056664,Warnes,ADM3
277,101.408333333,92.7410100349,92.1416666667,66.1916666667,58.7168797573,58.2,110.708333333,103.069864959,102.541666667,80.025,73.5323018817,73.0833333333,66.2,59.6371526823,59.1833333333,103.7,103.014096717,102.966666667,ADM3,277,277,BOL,BOL-ADM3-33444609B54301679,General Saavedra,ADM3
278,80.0,60.3428889612,47.3833333333,52.2666666667,46.4585188109,41.6583333333,94.575,81.9973281602,71.5166666667,62.9,51.0496172691,36.3333333333,48.4,41.398381048,33.6416666667,93.5333333333,75.3187899828,54.325,ADM3,278,278,BOL,BOL-ADM3-33444609B10251116,Pailón,ADM3
279,101.408333333,100.506442727,92.1416666667,66.1916666667,65.4138671243,58.2,110.708333333,109.913501684,102.541666667,80.025,79.3493930982,73.0833333333,66.2,65.5170936239,59.1833333333,103.7,103.628627362,102.966666667,ADM3,279,279,BOL,BOL-ADM3-33444609B49773042,Fernández Alonso,ADM3
280,101.408333333,94.6176156071,92.1416666667,66.1916666667,60.3352833039,58.2,110.708333333,104.723707999,102.541666667,80.025,74.9380684659,73.0833333333,66.2,61.058107621,59.1833333333,103.7,103.162605072,102.966666667,ADM3,280,280,BOL,BOL-ADM3-33444609B82751741,Mineros,ADM3
281,78.4833333333,59.3337834943,43.1333333333,55.25,39.8075147453,26.6833333333,80.8333333333,59.7751015927,46.95,62.4,43.481156883,32.0833333333,50.7333333333,33.5204118288,23.1333333333,84.0666666667,63.9165453417,51.7,ADM3,281,281,BOL,BOL-ADM3-33444609B58335505,Pampa Grande,ADM3
282,78.4833333333,63.1148383636,43.1333333333,55.25,42.4572263792,26.6833333333,81.4166666667,66.52372359,46.95,62.4,48.8760998124,32.0833333333,50.7333333333,38.2798910045,23.1333333333,86.4583333333,70.5020609364,51.7,ADM3,282,282,BOL,BOL-ADM3-33444609B78053551,Mairana,ADM3
283,369.616666667,283.212156501,228.808333333,344.616666667,259.429816706,204.6,381.325,290.499857271,233.808333333,356.808333333,268.685264344,213.033333333,338.833333333,254.229206353,200.258333333,375.175,286.49782671,232.116666667,ADM3,283,283,BOL,BOL-ADM3-33444609B66013257,Puerto Villarroel,ADM3
284,92.1416666667,85.6495754383,83.2083333333,58.2,56.8071072924,56.2833333333,102.541666667,96.2978737035,93.95,73.0833333333,71.405806029,70.775,59.1833333333,57.2332835427,56.5,102.966666667,100.132432809,99.0666666667,ADM3,284,284,BOL,BOL-ADM3-33444609B84075203,Colpa Bélgica,ADM3
285,87.4666666667,75.9258255606,71.0666666667,89.2083333333,79.0910262208,74.1583333333,110.433333333,96.2733224974,85.6583333333,100.883333333,67.6138285065,54.9916666667,114.95,78.862220526,59.3833333333,78.8833333333,63.9290859485,54.7916666667,ADM3,285,285,BOL,BOL-ADM3-33444609B58337466,Puerto Suarez,ADM3
286,80.025,75.7173425485,74.9416666667,80.175,78.6016203066,77.875,99.025,92.9910547439,89.5666666667,62.6416666667,59.044869872,54.9916666667,70.7166666667,62.8160575392,56.25,66.6083333333,60.6234907657,57.675,ADM3,286,286,BOL,BOL-ADM3-33444609B52930702,El Carmen Rivero Tórrez,ADM3
287,77.175,73.1225074687,57.35,80.175,75.5497895684,56.5083333333,91.825,87.105328728,74.9083333333,60.85,57.2148631968,46.3,66.225,53.3232101542,39.1,59.2083333333,58.1222376471,52.85,ADM3,287,287,BOL,BOL-ADM3-33444609B32568642,Roboré,ADM3
288,106.816666667,85.5185844332,65.3833333333,92.6166666667,82.3970883876,64.4333333333,116.225,101.01362771,83.6833333333,81.0583333333,64.7551988341,51.2416666667,76.775,61.2220454795,43.1833333333,93.8583333333,72.8251419452,56.9833333333,ADM3,288,288,BOL,BOL-ADM3-33444609B83253902,San Matías,ADM3
289,77.3833333333,55.8041024483,37.375,78.5166666667,48.41239388,26.9166666667,91.825,67.5471048883,42.325,63.3666666667,40.9291737972,21.2,76.2833333333,42.9513398342,25.3833333333,82.925,54.3078941537,34.525,ADM3,289,289,BOL,BOL-ADM3-33444609B85273692,Charagua,ADM3
290,67.95,57.3005147368,47.3833333333,69.675,54.7422693427,41.6583333333,83.8166666667,76.4529591261,68.3166666667,53.15,45.7387731908,36.3333333333,47.0583333333,39.7041807548,33.4,69.375,55.9705101031,51.4083333333,ADM3,290,290,BOL,BOL-ADM3-33444609B21156081,San José,ADM3
291,92.9333333333,69.6005928591,54.95,83.0916666667,63.5178360894,48.1,107.45,87.9245814216,76.6833333333,74.1416666667,57.3152807434,48.1666666667,68.8416666667,48.5290563625,38.4,88.7666666667,68.9578641512,57.2416666667,ADM3,291,291,BOL,BOL-ADM3-33444609B61104849,San Rafael,ADM3
292,90.8083333333,78.8071365907,74.4416666667,83.0666666667,68.4899308868,63.475,93.7583333333,78.2605864286,72.7,84.3083333333,68.7785129001,63.0333333333,71.9916666667,58.1169797164,52.975,86.9583333333,70.5599483675,64.5166666667,ADM3,292,292,BOL,BOL-ADM3-33444609B74694029,Ayopaya,ADM3
293,154.341666667,102.839015346,67.4,148.325,88.5748430992,53.1916666667,160.6,108.895120252,86.1416666667,131.166666667,79.3277772638,56.1666666667,139.683333333,79.167179437,46.9583333333,170.575,105.757992665,68.45,ADM3,293,293,BOL,BOL-ADM3-33444609B38230040,San Ignacio,ADM3
294,143.65,106.318889866,87.9833333333,140.833333333,92.4925890796,61.55,166.691666667,118.032410528,94.7083333333,125.825,85.3209200296,64.075,107.775,72.4695266592,52.4666666667,150.041666667,106.697890328,85.1666666667,ADM3,294,294,BOL,BOL-ADM3-33444609B93004293,Urubicha,ADM3
295,153.675,126.709893818,106.891666667,151.05,129.356701144,103.625,160.525,134.781067111,116.508333333,132.658333333,108.294429915,86.5666666667,134.033333333,98.3234384126,76.9333333333,161.816666667,126.601905459,106.675,ADM3,295,295,BOL,BOL-ADM3-33444609B21187437,Baures,ADM3
296,189.158333333,180.758458285,143.65,154.916666667,149.873763511,130.516666667,239.908333333,225.240872217,166.691666667,174.533333333,159.257803925,125.558333333,138.65,130.665014868,105.958333333,213.641666667,200.594943463,150.041666667,ADM3,296,296,BOL,BOL-ADM3-33444609B59063344,Trinidad,ADM3
297,79.0916666667,75.2843517091,64.0416666667,50.4583333333,49.2592583739,46.1833333333,93.7916666667,91.6103991798,87.3666666667,59.2583333333,58.600990748,54.7166666667,49.75,49.0074804941,43.9833333333,85.6583333333,82.1554627305,79.05,ADM3,297,297,BOL,BOL-ADM3-33444609B54102559,San Antonio de Lomerio,ADM3
298,245.508333333,134.147894344,64.0666666667,224.475,111.98034229,44.5333333333,247.55,133.850617435,59.9583333333,229.25,116.333755726,45.0583333333,219.0,105.386802994,35.7416666667,243.258333333,133.778329741,57.55,ADM3,298,298,BOL,BOL-ADM3-33444609B66575543,Pojo,ADM3
299,228.808333333,194.103874463,78.4833333333,204.6,169.021772763,55.25,233.808333333,199.567874429,80.8333333333,213.033333333,178.471714007,62.4,200.258333333,165.360919203,50.7333333333,232.116666667,198.322153982,84.0666666667,ADM3,299,299,BOL,BOL-ADM3-33444609B6351519,Entre Ríos,ADM3
300,59.8333333333,54.7893822842,48.65,47.275,41.3879182721,32.3416666667,51.0083333333,46.8531101651,41.15,42.2083333333,36.3863318424,28.6666666667,28.675,24.9823970064,19.9416666667,45.475,44.7750300644,40.3166666667,ADM3,300,300,BOL,BOL-ADM3-33444609B40832379,Poroma,ADM3
301,120.991666667,116.748386913,94.6833333333,101.616666667,97.7967740283,77.9333333333,120.641666667,116.23844067,93.3416666667,103.8,99.8241933764,79.15,97.875,94.0806449971,74.35,112.408333333,107.807526683,83.8833333333,ADM3,301,301,BOL,BOL-ADM3-33444609B77419578,Colomi,ADM3
302,77.775,77.775,77.775,60.2083333333,60.2083333333,60.2083333333,73.5916666667,73.5916666667,73.5916666667,59.525,59.525,59.525,51.4333333333,51.4333333333,51.4333333333,66.8666666667,66.8666666667,66.8666666667,ADM3,302,302,BOL,BOL-ADM3-33444609B47454413,Alalay,ADM3
303,77.775,70.2113571117,57.375,60.2083333333,53.8651311889,43.1,73.5916666667,65.2185162471,51.0083333333,59.525,52.2239836009,39.8333333333,51.4333333333,42.7543002969,28.025,66.8666666667,58.8457447149,45.2333333333,ADM3,303,303,BOL,BOL-ADM3-33444609B95117685,Vila Vila,ADM3
304,191.033333333,157.711253642,102.683333333,174.55,155.090127403,102.341666667,229.058333333,197.761322817,137.116666667,193.8,166.440588129,118.533333333,159.775,134.565367747,87.6333333333,190.825,161.057754842,107.458333333,ADM3,304,304,BOL,BOL-ADM3-33444609B5346742,Ixiamas,ADM3
305,106.75,84.3344876186,79.75,111.558333333,80.9036725748,74.5916666667,130.7,96.4285719881,85.0,124.2,92.2410163754,81.0333333333,98.75,73.8062480275,67.6083333333,114.058333333,83.6037422988,79.0833333333,ADM3,305,305,BOL,BOL-ADM3-33444609B73132405,Ayata,ADM3
306,42.1666666667,24.36112415,12.375,36.9416666667,20.3764124847,10.1083333333,37.45,21.1713513204,12.1416666667,32.375,16.8901284002,7.975,21.5666666667,8.64591066731,2.83333333333,30.0833333333,14.9876393,7.00833333333,ADM3,306,306,BOL,BOL-ADM3-33444609B71435776,Uyuni,ADM3
307,39.8666666667,39.8666666667,39.8666666667,35.1583333333,35.1583333333,35.1583333333,34.1166666667,34.1166666667,34.1166666667,34.275,34.275,34.275,26.35,26.35,26.35,36.0333333333,36.0333333333,36.0333333333,ADM3,307,307,BOL,BOL-ADM3-33444609B66511934,Waldo Ballivian,ADM3
308,36.15,31.8360703575,25.4166666667,32.775,28.7802445951,23.3583333333,32.7666666667,28.8494753515,23.525,31.0,28.029238606,23.4833333333,23.6916666667,21.9364380948,20.8833333333,31.0333333333,27.948407414,23.6083333333,ADM3,308,308,BOL,BOL-ADM3-33444609B68137279,Curahuara de Carangas,ADM3
309,40.4666666667,38.3336364466,35.3,37.4166666667,35.2574761642,32.275,37.925,35.5737218341,32.375,34.2916666667,32.6216797476,30.4916666667,21.2166666667,20.2393316166,18.1166666667,31.775,30.7423642288,29.425,ADM3,309,309,BOL,BOL-ADM3-33444609B36186520,Choquecota,ADM3
310,39.5916666667,33.9082659496,33.3083333333,35.5416666667,31.2222037841,30.7666666667,35.875,31.196626531,30.7,32.5083333333,29.2556967006,28.875,21.2166666667,20.9871259322,20.4083333333,29.7916666667,27.7702781831,27.4583333333,ADM3,310,310,BOL,BOL-ADM3-33444609B87640342,Escara,ADM3
311,31.05,31.05,31.05,29.0083333333,29.0083333333,29.0083333333,28.675,28.675,28.675,27.175,27.175,27.175,20.9666666667,20.9666666667,20.9666666667,25.5833333333,25.5833333333,25.5833333333,ADM3,311,311,BOL,BOL-ADM3-33444609B79549253,Coipasa,ADM3
312,39.5916666667,33.0085771036,31.05,35.5416666667,30.204005947,29.0083333333,35.875,30.1346130261,28.675,32.5083333333,28.0106113503,27.175,21.0166666667,20.2999359828,19.0166666667,29.7916666667,26.0995851833,25.5833333333,ADM3,312,312,BOL,BOL-ADM3-33444609B48403080,Chipaya,ADM3
313,56.925,54.7868528336,47.775,44.3833333333,42.6096503749,36.2333333333,51.5166666667,48.9326530798,40.0083333333,41.8583333333,39.8048303213,32.5,27.7,25.3702243139,17.5833333333,42.3916666667,39.9873318761,31.8583333333,ADM3,313,313,BOL,BOL-ADM3-33444609B66088023,Chayanta,ADM3
314,38.5416666667,33.5402977513,26.825,32.375,29.6351515353,25.1333333333,33.1083333333,29.649480435,24.9166666667,29.3083333333,26.697641633,22.0166666667,20.9666666667,17.4681331654,12.2333333333,26.025,24.1616666715,19.175,ADM3,314,314,BOL,BOL-ADM3-33444609B60563542,Salinas de Garcí Mendoza,ADM3
315,39.575,25.2970832171,16.375,32.725,20.9923246891,12.425,36.175,24.2032577937,17.55,34.7,21.0797001159,13.35,31.5916666667,18.242854428,10.6583333333,33.3333333333,20.6459104737,12.5083333333,ADM3,315,315,BOL,BOL-ADM3-33444609B90206942,Tupiza,ADM3
316,28.175,18.7790625927,16.375,24.2083333333,15.5360275219,12.425,28.7,18.6485636867,17.1416666667,23.525,14.3651209781,12.2083333333,18.8833333333,10.7686296564,7.63333333333,22.8166666667,14.0223972793,11.7083333333,ADM3,316,316,BOL,BOL-ADM3-33444609B106993,Atocha,ADM3
317,11.1916666667,7.41970527676,3.59166666667,10.1166666667,6.91625393011,3.34166666667,9.78333333333,6.59652547494,3.18333333333,8.675,6.63661163733,3.25833333333,5.66666666667,4.83319904883,2.56666666667,7.75,5.81319445912,2.75,ADM3,317,317,BOL,BOL-ADM3-33444609B51545061,San Pedro de Quemes,ADM3
318,101.408333333,86.1265624388,73.1916666667,66.1916666667,51.793900732,46.1833333333,110.708333333,97.9195232235,87.125,80.025,65.4511910692,56.5833333333,66.2,52.6942376068,45.825,103.7,89.4771566501,78.6083333333,ADM3,318,318,BOL,BOL-ADM3-33444609B42696709,San Julián,ADM3
319,289.808333333,126.566057297,80.35,262.733333333,96.657289071,46.925,308.541666667,140.993975227,87.125,276.691666667,107.221776731,56.5833333333,253.966666667,89.9562383602,45.825,296.858333333,129.655289657,78.6083333333,ADM3,319,319,BOL,BOL-ADM3-33444609B68632045,El Puente,ADM3
320,173.65,82.2174926963,48.25,146.458333333,60.2185744575,30.875,181.591666667,82.6999808016,45.8416666667,158.858333333,65.280103892,31.8,144.608333333,54.3003952566,23.1333333333,179.991666667,85.3681838889,48.55,ADM3,320,320,BOL,BOL-ADM3-33444609B10638383,Comarapa,ADM3
321,73.125,73.125,73.125,43.55,43.55,43.55,72.125,72.125,72.125,70.9166666667,70.9166666667,70.9166666667,79.375,79.375,79.375,66.725,66.725,66.725,ADM3,321,321,BOL,BOL-ADM3-33444609B8717747,Bermejo,ADM3
322,60.8,50.00137731,41.2416666667,55.725,43.7867427392,35.5416666667,62.175,51.9961548779,41.85,53.8166666667,45.4512448032,36.95,49.4833333333,42.5438049611,33.0166666667,56.7666666667,46.3843796702,36.3583333333,ADM3,322,322,BOL,BOL-ADM3-33444609B53463626,Villa Charcas,ADM3
323,78.35,76.4779482478,70.075,66.625,64.5191774349,57.3166666667,76.8333333333,76.0886601791,73.5416666667,72.925,71.4092602127,66.225,65.3916666667,63.4347787324,56.7416666667,67.225,65.4132761995,59.2166666667,ADM3,323,323,BOL,BOL-ADM3-33444609B82635532,Puerto Acosta,ADM3
324,78.35,78.35,78.35,66.625,66.625,66.625,76.8333333333,76.8333333333,76.8333333333,72.925,72.925,72.925,65.3916666667,65.3916666667,65.3916666667,67.225,67.225,67.225,ADM3,324,324,BOL,BOL-ADM3-33444609B17656422,Escoma,ADM3
325,33.4666666667,29.9049930094,25.4166666667,29.05,26.4147384526,23.3583333333,29.3,26.3786473285,23.525,29.8833333333,27.1065149344,23.4833333333,25.7,23.2215491493,21.3583333333,29.5333333333,27.0195989902,23.6083333333,ADM3,325,325,BOL,BOL-ADM3-33444609B71044330,Charaña,ADM3
326,83.2833333333,69.9742531853,62.9083333333,82.7166666667,63.9981062195,56.5416666667,90.8833333333,68.2670971922,55.1833333333,89.4,68.1030541154,58.95,71.9416666667,57.5268263809,49.4166666667,86.3666666667,67.1886226221,58.8,ADM3,326,326,BOL,BOL-ADM3-33444609B93991773,Achacachi,ADM3
327,63.5083333333,63.367251658,63.3416666667,57.4416666667,56.6798256198,56.5416666667,57.0,56.767176579,55.4833333333,59.1666666667,59.0413002092,58.35,51.8833333333,50.9028156897,50.725,59.7416666667,58.944555201,58.8,ADM3,327,327,BOL,BOL-ADM3-33444609B13753118,Taraco,ADM3
328,63.5083333333,56.9165704694,33.4666666667,57.4416666667,51.0636517139,28.9083333333,55.6583333333,50.7873045128,28.4833333333,58.35,52.4629083591,29.8833333333,51.8833333333,46.93907141,25.7,59.7416666667,52.2834855017,29.5333333333,ADM3,328,328,BOL,BOL-ADM3-33444609B75690871,La (Marka) San Andrés de Mach,ADM3
329,59.8333333333,48.2092149211,46.6,47.275,39.7023642528,39.0916666667,50.9,41.3414874999,40.5916666667,42.2083333333,33.7121137625,32.15,28.675,22.330977433,22.025,45.3,36.0597506143,34.8166666667,ADM3,329,329,BOL,BOL-ADM3-33444609B31051948,Tacobamba,ADM3
330,50.85,43.5638684655,41.9166666667,43.8083333333,34.493048794,33.1583333333,47.7666666667,37.2593393985,34.6333333333,40.575,30.8004537097,28.7666666667,22.25,15.6056705271,14.4833333333,37.5083333333,28.7225021975,27.025,ADM3,330,330,BOL,BOL-ADM3-33444609B24985970,Challapata,ADM3
331,56.925,46.7366208177,42.6833333333,44.3833333333,37.1512028053,34.2166666667,51.5166666667,40.886682739,37.2416666667,41.8583333333,33.7551044524,30.8666666667,27.7,17.7324794641,14.4833333333,42.3916666667,31.937122863,28.175,ADM3,331,331,BOL,BOL-ADM3-33444609B93024851,Uncía,ADM3
332,59.8333333333,58.0873137911,48.2333333333,47.275,45.4863424631,39.525,51.0083333333,49.4557813709,41.1083333333,42.2083333333,40.2897410055,33.9,28.675,27.4129929649,22.0916666667,45.475,45.1909955014,34.8166666667,ADM3,332,332,BOL,BOL-ADM3-33444609B54083051,Ravelo,ADM3
333,77.775,57.4582512895,48.65,60.2083333333,40.3792150938,32.3416666667,73.5916666667,51.4690427205,41.15,59.525,38.3116415684,28.6666666667,51.4333333333,28.9997092055,19.9416666667,66.8666666667,48.824506037,40.3166666667,ADM3,333,333,BOL,BOL-ADM3-33444609B27870252,Mizque,ADM3
334,51.375,49.1596836091,45.3916666667,34.2833333333,33.7291582459,30.875,46.95,45.0909905211,40.4916666667,32.0833333333,31.2974768032,28.7583333333,23.2,22.8518923655,20.8583333333,51.7,47.7743979519,42.15,ADM3,334,334,BOL,BOL-ADM3-33444609B5020991,Pasorapa,ADM3
335,68.25,37.0228651528,16.375,64.1166666667,32.9023036232,12.425,66.1833333333,36.7007291527,17.1416666667,60.5333333333,31.6099681192,12.2083333333,52.775,26.4271406877,7.63333333333,60.4916666667,31.0599875072,11.7083333333,ADM3,335,335,BOL,BOL-ADM3-33444609B93401902,Cotagaita,ADM3
336,86.5916666667,53.1739279751,41.2416666667,82.75,47.8591884598,35.5416666667,86.275,53.7353527866,41.85,79.9666666667,48.2694398636,36.95,73.4916666667,43.8523114023,33.0166666667,81.1,48.3052792224,36.3583333333,ADM3,336,336,BOL,BOL-ADM3-33444609B61161865,Camargo,ADM3
337,45.15,32.2223780075,25.7166666667,36.9583333333,27.332023931,22.4583333333,36.175,27.6547133758,22.05,38.9916666667,26.541972573,21.35,34.7416666667,23.1938628448,18.475,36.1416666667,26.1191015952,21.1333333333,ADM3,337,337,BOL,BOL-ADM3-33444609B2211567,Villazón,ADM3
338,98.6833333333,77.9163257625,39.575,84.175,58.801397397,32.725,95.625,77.0497127026,35.7166666667,95.8083333333,75.2066576938,34.7,96.2416666667,75.0414903548,31.5916666667,92.3666666667,71.8951409308,33.3333333333,ADM3,338,338,BOL,BOL-ADM3-33444609B28920794,Padcaya,ADM3
