esaLandCover2012_grassland,esaLandCover2012_count,esaLandCover2012_sparse_vegetation,esaLandCover2012_bare_areas,esaLandCover2012_shrubland,esaLandCover2012_no_data,esaLandCover2012_rainfed_cropland,esaLandCover2012_water_bodies,esaLandCover2012_forest,esaLandCover2012_wetland,esaLandCover2012_mosaic_cropland,esaLandCover2012_irrigated_cropland,esaLandCover2012_snow_ice,esaLandCover2012_urban,esaLandCover2013_grassland,esaLandCover2013_count,esaLandCover2013_sparse_vegetation,esaLandCover2013_bare_areas,esaLandCover2013_shrubland,esaLandCover2013_no_data,esaLandCover2013_rainfed_cropland,esaLandCover2013_water_bodies,esaLandCover2013_forest,esaLandCover2013_wetland,esaLandCover2013_mosaic_cropland,esaLandCover2013_irrigated_cropland,esaLandCover2013_snow_ice,esaLandCover2013_urban,esaLandCover2014_grassland,esaLandCover2014_count,esaLandCover2014_sparse_vegetation,esaLandCover2014_bare_areas,esaLandCover2014_shrubland,esaLandCover2014_no_data,esaLandCover2014_rainfed_cropland,esaLandCover2014_water_bodies,esaLandCover2014_forest,esaLandCover2014_wetland,esaLandCover2014_mosaic_cropland,esaLandCover2014_irrigated_cropland,esaLandCover2014_snow_ice,esaLandCover2014_urban,esaLandCover2015_grassland,esaLandCover2015_count,esaLandCover2015_sparse_vegetation,esaLandCover2015_bare_areas,esaLandCover2015_shrubland,esaLandCover2015_no_data,esaLandCover2015_rainfed_cropland,esaLandCover2015_water_bodies,esaLandCover2015_forest,esaLandCover2015_wetland,esaLandCover2015_mosaic_cropland,esaLandCover2015_irrigated_cropland,esaLandCover2015_snow_ice,esaLandCover2015_urban,esaLandCover2016_grassland,esaLandCover2016_count,esaLandCover2016_sparse_vegetation,esaLandCover2016_bare_areas,esaLandCover2016_shrubland,esaLandCover2016_no_data,esaLandCover2016_rainfed_cropland,esaLandCover2016_water_bodies,esaLandCover2016_forest,esaLandCover2016_wetland,esaLandCover2016_mosaic_cropland,esaLandCover2016_irrigated_cropland,esaLandCover2016_snow_ice,esaLandCover2016_urban,id
2392,12240,13,21,53,0,6583,0,1288,0,1869,0,0,21,2392,12240,13,21,53,0,6583,0,1288,0,1869,0,0,21,2392,12240,13,21,53,0,6582,0,1288,0,1869,0,0,22,2392,12240,13,21,53,0,6582,0,1288,0,1869,0,0,22,2392,12240,13,21,53,0,6582,0,1288,0,1869,0,0,22,90
261,28623,13359,13702,1043,0,0,258,0,0,0,0,0,0,260,28623,13347,13715,1043,0,0,258,0,0,0,0,0,0,260,28623,13347,13715,1043,0,0,258,0,0,0,0,0,0,260,28623,13347,13715,1043,0,0,258,0,0,0,0,0,0,251,28623,13368,13703,1043,0,0,258,0,0,0,0,0,0,91
4288,9341,740,324,2161,0,1340,0,271,0,217,0,0,0,4284,9341,740,324,2153,0,1340,0,283,0,217,0,0,0,4283,9341,738,324,2152,0,1343,0,284,0,217,0,0,0,4283,9341,738,324,2152,0,1343,0,284,0,217,0,0,0,4280,9341,738,324,2131,0,1342,0,310,0,216,0,0,0,92
20,4523,3492,257,753,0,0,0,0,1,0,0,0,0,20,4523,3492,257,753,0,0,0,0,1,0,0,0,0,20,4523,3492,257,753,0,0,0,0,1,0,0,0,0,20,4523,3492,257,753,0,0,0,0,1,0,0,0,0,20,4523,3492,257,753,0,0,0,0,1,0,0,0,0,93
519,44333,16,3,8441,0,2348,57,29073,32,3753,0,0,91,519,44333,16,3,8444,0,2345,57,29071,32,3752,0,0,94,552,44333,16,3,8536,0,2339,57,28915,32,3785,0,0,98,552,44333,16,3,8536,0,2336,57,28915,32,3784,0,0,102,552,44333,16,3,8483,0,2332,57,28972,32,3784,0,0,102,94
4743,20901,8407,4696,2470,0,226,140,62,6,151,0,0,0,4743,20901,8407,4696,2470,0,226,140,62,6,151,0,0,0,4723,20901,8427,4696,2470,0,226,140,62,6,151,0,0,0,4723,20901,8427,4696,2470,0,226,140,62,6,151,0,0,0,4528,20901,8607,4710,2467,0,227,140,65,6,151,0,0,0,95
379,33180,0,0,1663,0,240,0,30261,0,621,0,0,16,379,33180,0,0,1669,0,240,0,30255,0,621,0,0,16,380,33180,0,0,1824,0,238,0,30082,0,637,0,0,19,380,33180,0,0,1824,0,238,0,30082,0,637,0,0,19,380,33180,0,0,1819,0,238,0,30090,0,634,0,0,19,96
8550,22288,1603,47,7085,0,1237,0,3597,1,162,0,0,6,8542,22288,1603,47,7072,0,1239,0,3616,1,162,0,0,6,8523,22288,1603,47,7023,0,1242,0,3681,1,162,0,0,6,8523,22288,1603,47,7023,0,1242,0,3681,1,162,0,0,6,8500,22288,1624,47,7011,0,1242,0,3696,1,161,0,0,6,97
3577,23273,11315,1200,6808,0,221,9,31,0,105,0,0,7,3577,23273,11315,1200,6808,0,221,9,31,0,105,0,0,7,3572,23273,11319,1201,6808,0,221,9,31,0,105,0,0,7,3572,23273,11319,1200,6808,0,221,9,31,0,105,0,0,8,3526,23273,11365,1200,6806,0,221,9,33,0,105,0,0,8,98
6860,13091,280,461,1266,0,491,0,3568,0,123,0,0,42,6856,13091,277,461,1264,0,497,0,3570,0,124,0,0,42,6860,13091,273,461,1264,0,497,0,3570,0,124,0,0,42,6860,13091,273,461,1264,0,497,0,3570,0,124,0,0,42,6849,13091,283,462,1264,0,497,0,3570,0,124,0,0,42,99
789,26485,13350,11102,1185,0,7,0,3,4,21,0,8,16,789,26485,13348,11104,1185,0,7,0,3,4,21,0,8,16,789,26485,13372,11080,1185,0,7,0,3,4,21,0,8,16,789,26485,13372,11080,1185,0,7,0,3,4,21,0,8,16,789,26485,13368,11084,1185,0,7,0,3,4,21,0,8,16,100
9051,23331,763,436,5122,0,2543,42,4547,19,427,0,0,381,9032,23331,756,445,5107,0,2549,42,4568,19,427,0,0,386,9014,23331,755,440,5078,0,2559,42,4597,19,428,0,0,399,9014,23331,755,437,5078,0,2558,42,4597,19,428,0,0,403,9006,23331,757,437,5063,0,2559,42,4617,19,428,0,0,403,101
72,14630,4299,8691,1562,0,2,2,0,2,0,0,0,0,72,14630,4299,8691,1562,0,2,2,0,2,0,0,0,0,82,14630,4299,8681,1562,0,2,2,0,2,0,0,0,0,82,14630,4299,8681,1562,0,2,2,0,2,0,0,0,0,85,14630,4299,8678,1562,0,2,2,0,2,0,0,0,0,102
481,150490,23104,112829,10610,0,37,1371,306,131,52,0,1564,5,483,150490,23073,112858,10610,0,37,1371,306,131,52,0,1564,5,520,150490,23081,112812,10610,0,37,1371,307,131,52,0,1564,5,520,150490,23081,112812,10610,0,37,1371,307,131,52,0,1564,5,518,150490,23126,112769,10610,0,37,1371,307,131,52,0,1564,5,103
582,10228,5075,94,4308,0,39,0,125,0,5,0,0,0,582,10228,5075,94,4308,0,39,0,125,0,5,0,0,0,574,10228,5083,94,4308,0,39,0,125,0,5,0,0,0,574,10228,5083,94,4308,0,39,0,125,0,5,0,0,0,545,10228,5112,94,4308,0,39,0,125,0,5,0,0,0,104
706,7441,3738,114,2689,0,23,0,168,0,2,0,0,1,706,7441,3738,114,2689,0,23,0,168,0,2,0,0,1,683,7441,3760,115,2689,0,23,0,168,0,2,0,0,1,683,7441,3760,115,2689,0,23,0,168,0,2,0,0,1,586,7441,3857,115,2689,0,23,0,168,0,2,0,0,1,105
4224,8133,10,0,1191,0,176,5,2034,34,453,0,0,6,4189,8133,10,0,1222,0,178,5,2034,34,455,0,0,6,4189,8133,10,0,1222,0,178,5,2034,34,455,0,0,6,4189,8133,10,0,1222,0,178,5,2034,34,455,0,0,6,4189,8133,10,0,1222,0,178,5,2034,34,455,0,0,6,106
99,2528,1014,1336,79,0,0,0,0,0,0,0,0,0,99,2528,1014,1336,79,0,0,0,0,0,0,0,0,0,99,2528,1014,1336,79,0,0,0,0,0,0,0,0,0,99,2528,1014,1336,79,0,0,0,0,0,0,0,0,0,99,2528,1014,1336,79,0,0,0,0,0,0,0,0,0,107
6,2002,133,1794,69,0,0,0,0,0,0,0,0,0,6,2002,133,1794,69,0,0,0,0,0,0,0,0,0,6,2002,133,1794,69,0,0,0,0,0,0,0,0,0,6,2002,133,1794,69,0,0,0,0,0,0,0,0,0,0,2002,136,1797,69,0,0,0,0,0,0,0,0,0,108
54,5889,503,5269,60,0,0,0,0,2,1,0,0,0,54,5889,503,5269,60,0,0,0,0,2,1,0,0,0,54,5889,503,5269,60,0,0,0,0,2,1,0,0,0,54,5889,503,5269,60,0,0,0,0,2,1,0,0,0,54,5889,503,5269,60,0,0,0,0,2,1,0,0,0,109
1922,3097,1021,9,139,0,0,0,6,0,0,0,0,0,1850,3097,1093,9,139,0,0,0,6,0,0,0,0,0,1839,3097,1103,9,139,0,0,0,6,0,0,0,0,1,1839,3097,1103,9,139,0,0,0,6,0,0,0,0,1,1836,3097,1106,9,139,0,0,0,6,0,0,0,0,1,110
63,200,5,109,0,0,2,8,0,0,13,0,0,0,63,200,5,109,0,0,2,8,0,0,13,0,0,0,63,200,5,109,0,0,2,8,0,0,13,0,0,0,63,200,5,109,0,0,2,8,0,0,13,0,0,0,62,200,5,105,0,0,7,8,0,0,13,0,0,0,111
