airTemp2012.mean,airTemp2013.mean,airTemp2014.mean,airTemp2015.mean,airTemp2016.mean,airTemp2017.mean,id
15.3532764349,14.9279520968,15.282684689,15.5451747673,14.8773232941,15.3085054409,322
10.5396437184,10.5124579001,10.7662283971,10.7952994638,11.2199988941,10.7971847123,323
11.3333333333,11.325,11.575,11.5833333333,12.025,11.5833333333,324
6.36587034707,5.94341966287,6.11229749936,6.81662313801,6.97142278744,6.64768861876,325
13.0507586183,13.1191811893,13.3564333545,13.3806038397,13.7409012529,13.4820694689,326
8.19751211109,8.32123286153,8.53406177949,8.51735869052,8.92313352472,8.61545802732,327
7.53288387141,7.47498356101,7.63778246122,7.94438225305,8.25039384237,7.88677416474,328
13.9400508838,13.0878186416,13.188498712,13.967521243,13.2971686344,12.2702415175,329
10.9813049334,10.5674022455,10.7041982193,11.206485689,11.2871754434,10.545421665,330
11.4387332619,11.2164492394,11.4239396878,11.7426292727,12.0398159205,11.4080578539,331
13.4250531668,13.1038231624,13.5174188585,13.6418682245,13.5934727265,12.9423506834,332
17.9695462982,17.8815639358,18.1530602384,18.309244989,18.5519526129,18.1432226969,333
19.3199323346,18.9960653073,19.4219559796,19.6125679359,19.3797282582,19.3872694999,334
14.8040850236,14.1423093361,14.3164705591,14.9535260974,14.4267637696,14.0495315634,335
16.4914158046,15.9261273298,16.1945922601,16.6365288015,16.0147371921,16.076628732,336
9.71569461816,9.45183402895,9.86727596685,10.1523967736,10.1821754187,9.99791748042,337
21.4054302027,21.2344709422,21.4917562794,21.5077055345,20.9580127103,21.6045830728,338
